clusterid,queryID,class,gene,allele,seqID,accession,positions,size,cluster_contains_multiple_genes,gene_found_in_multiple_clusters,bla_description,bla_class
104,KPC-2,Bla,KPC,KPC-2,815,ARO_3002312,-,-,no,no,carbapenem-hydrolyzing class A beta-lactamase,Bla_Carb
104,KPC-22,Bla,KPC,KPC-22,816,ARO_3003180,-,-,no,no,carbapenem-hydrolyzing class A beta-lactamase,Bla_Carb
104,KPC-23,Bla,KPC,KPC-23,817,ARO_3002319,-,-,no,no,carbapenem-hydrolyzing class A beta-lactamase,Bla_Carb
104,KPC-24,Bla,KPC,KPC-24,818,ARO_3004496,-,-,no,no,carbapenem-hydrolyzing class A beta-lactamase,Bla_Carb
104,KPC-3,Bla,KPC,KPC-3,819,ARO_3002313,-,-,no,no,carbapenem-hydrolyzing class A beta-lactamase,Bla_Carb
104,KPC-4,Bla,KPC,KPC-4,820,ARO_3002314,-,-,no,no,carbapenem-hydrolyzing class A beta-lactamase,Bla_Carb
104,KPC-5,Bla,KPC,KPC-5,821,ARO_3002315,-,-,no,no,carbapenem-hydrolyzing class A beta-lactamase,Bla_Carb
104,KPC-6,Bla,KPC,KPC-6,822,ARO_3002316,-,-,no,no,carbapenem-hydrolyzing class A beta-lactamase,Bla_Carb
104,KPC-7,Bla,KPC,KPC-7,823,ARO_3002317,-,-,no,no,carbapenem-hydrolyzing class A beta-lactamase,Bla_Carb
104,KPC-8,Bla,KPC,KPC-8,824,ARO_3002318,-,-,no,no,carbapenem-hydrolyzing class A beta-lactamase,Bla_Carb
105,L1,Bla,L1,L1,825,ARO_3000582,-,-,no,no,subclass B3 metallo-beta-lactamase,Bla
106,LAP-2,Bla,LAP,LAP-2,826,ARO_3004826,-,-,no,no,class A beta-lactamase,Bla
106,LAP-1,Bla,LAP,LAP-1,827,ARO_3004825,-,-,no,no,class A broad spectrum beta-lactamase,Bla_broad
107,LCR-1,Bla,LCR,LCR-1,828,ARO_3002997,-,-,no,no,class D beta-lactamase,Bla
108,LHK-7,Bla,LHK,LHK-7,829,ARO_3004292,-,-,no,no,class C beta-lactamase,Bla
109,LRA-13,Bla,LRA,LRA-13,830,ARO_3002484,-,-,no,no,class A beta-lactamase,Bla
109,LRA-1,Bla,LRA,LRA-1,831,ARO_3002482,-,-,no,no,class A beta-lactamase,Bla
109,LRA-10,Bla,LRA,LRA-10,832,ARO_3002489,-,-,no,no,LRA-10 family class C beta-lactamase,Bla
109,LRA-18,Bla,LRA,LRA-18,833,ARO_3002492,-,-,no,no,class C beta-lactamase,Bla
109,LRA-5,Bla,LRA,LRA-5,834,ARO_3002483,-,-,no,no,class C beta-lactamase,Bla
109,LRA-12,Bla,LRA,LRA-12,835,ARO_3002511,-,-,no,no,subclass B3 metallo-beta-lactamase,Bla
109,LRA-17,Bla,LRA,LRA-17,836,ARO_3002512,-,-,no,no,subclass B3 metallo-beta-lactamase,Bla
109,LRA-19,Bla,LRA,LRA-19,837,ARO_3002513,-,-,no,no,subclass B3 metallo-beta-lactamase,Bla
109,LRA-2,Bla,LRA,LRA-2,838,ARO_3002485,-,-,no,no,subclass B3 metallo-beta-lactamase,Bla
109,LRA-3,Bla,LRA,LRA-3,839,ARO_3002510,-,-,no,no,subclass B3 metallo-beta-lactamase,Bla
109,LRA-7,Bla,LRA,LRA-7,840,ARO_3002486,-,-,no,no,subclass B3 metallo-beta-lactamase,Bla
109,LRA-8,Bla,LRA,LRA-8,841,ARO_3002487,-,-,no,no,subclass B3 metallo-beta-lactamase,Bla
109,LRA-9,Bla,LRA,LRA-9,842,ARO_3002488,-,-,no,no,subclass B3 metallo-beta-lactamase,Bla
110,MIR-1,Bla,MIR,MIR-1,843,ARO_3002166,-,-,no,no,cephalosporin-hydrolyzing class C beta-lactamase,Bla
110,MIR-10,Bla,MIR,MIR-10,844,ARO_3002175,-,-,no,no,cephalosporin-hydrolyzing class C beta-lactamase,Bla
110,MIR-11,Bla,MIR,MIR-11,845,ARO_3002176,-,-,no,no,cephalosporin-hydrolyzing class C beta-lactamase,Bla
110,MIR-12,Bla,MIR,MIR-12,846,ARO_3002177,-,-,no,no,cephalosporin-hydrolyzing class C beta-lactamase,Bla
110,MIR-13,Bla,MIR,MIR-13,847,ARO_3002178,-,-,no,no,cephalosporin-hydrolyzing class C beta-lactamase,Bla
110,MIR-14,Bla,MIR,MIR-14,848,ARO_3002179,-,-,no,no,cephalosporin-hydrolyzing class C beta-lactamase,Bla
110,MIR-15,Bla,MIR,MIR-15,849,ARO_3002180,-,-,no,no,cephalosporin-hydrolyzing class C beta-lactamase,Bla
110,MIR-16,Bla,MIR,MIR-16,850,ARO_3002181,-,-,no,no,cephalosporin-hydrolyzing class C beta-lactamase,Bla
110,MIR-17,Bla,MIR,MIR-17,851,ARO_3003173,-,-,no,no,cephalosporin-hydrolyzing class C beta-lactamase,Bla
110,MIR-2,Bla,MIR,MIR-2,852,ARO_3002168,-,-,no,no,cephalosporin-hydrolyzing class C beta-lactamase,Bla
110,MIR-23,Bla,MIR,MIR-23,853,ARO_3004745,-,-,no,no,cephalosporin-hydrolyzing class C beta-lactamase,Bla
110,MIR-3,Bla,MIR,MIR-3,854,ARO_3002169,-,-,no,no,cephalosporin-hydrolyzing class C beta-lactamase,Bla
110,MIR-4.v2,Bla,MIR,MIR-4.v2,855,ARO_3002167,-,-,no,no,cephalosporin-hydrolyzing class C beta-lactamase,Bla
110,MIR-5,Bla,MIR,MIR-5,856,ARO_3002170,-,-,no,no,cephalosporin-hydrolyzing class C beta-lactamase,Bla
110,MIR-6,Bla,MIR,MIR-6,857,ARO_3002171,-,-,no,no,cephalosporin-hydrolyzing class C beta-lactamase,Bla
110,MIR-9,Bla,MIR,MIR-9,858,ARO_3002174,-,-,no,no,cephalosporin-hydrolyzing class C beta-lactamase,Bla
111,MOX-1,Bla,MOX,MOX-1,859,ARO_3002182,-,-,no,no,cephalosporin-hydrolyzing class C beta-lactamase,Bla
111,MOX-2,Bla,MOX,MOX-2,860,ARO_3002183,-,-,no,no,cephalosporin-hydrolyzing class C beta-lactamase,Bla
111,MOX-3,Bla,MOX,MOX-3,861,ARO_3002186,-,-,no,no,cephalosporin-hydrolyzing class C beta-lactamase,Bla
111,MOX-4,Bla,MOX,MOX-4,862,ARO_3002184,-,-,no,no,cephalosporin-hydrolyzing class C beta-lactamase,Bla
111,MOX-5,Bla,MOX,MOX-5,863,ARO_3002188,-,-,no,no,cephalosporin-hydrolyzing class C beta-lactamase,Bla
111,MOX-6,Bla,MOX,MOX-6,864,ARO_3002185,-,-,no,no,cephalosporin-hydrolyzing class C beta-lactamase,Bla
111,MOX-7,Bla,MOX,MOX-7,865,ARO_3002189,-,-,no,no,cephalosporin-hydrolyzing class C beta-lactamase,Bla
111,MOX-8,Bla,MOX,MOX-8,866,ARO_3002190,-,-,no,no,cephalosporin-hydrolyzing class C beta-lactamase,Bla
111,MOX-9,Bla,MOX,MOX-9,867,ARO_3002191,-,-,no,no,MOX family class C beta-lactamase,Bla
112,MSI-1,Bla,MSI,MSI-1,868,ARO_3003718,-,-,no,no,subclass B3 metallo-beta-lactamase,Bla
112,MSI-OXA,Bla,MSI,MSI-OXA,869,ARO_3003719,-,-,no,no,NA,NA
113,MUS-1,Bla,MUS,MUS-1,870,ARO_3000843,-,-,no,no,subclass B1 metallo beta-lactamase,Bla
113,MUS-2,Bla,MUS,MUS-2,871,ARO_3003842,-,-,no,no,subclass B1 metallo beta-lactamase,Bla
114,NDM-1,Bla,NDM,NDM-1,872,ARO_3000589,-,-,no,no,carbapenem-hydrolyzing subclass B1 metallo-beta-lactamase,Bla_Carb
114,NDM-10,Bla,NDM,NDM-10,873,ARO_3002360,-,-,no,no,carbapenem-hydrolyzing subclass B1 metallo-beta-lactamase,Bla_Carb
114,NDM-11,Bla,NDM,NDM-11,874,ARO_3002361,-,-,no,no,carbapenem-hydrolyzing subclass B1 metallo-beta-lactamase,Bla_Carb
114,NDM-12,Bla,NDM,NDM-12,875,ARO_3002362,-,-,no,no,carbapenem-hydrolyzing subclass B1 metallo-beta-lactamase,Bla_Carb
114,NDM-13,Bla,NDM,NDM-13,876,ARO_3003182,-,-,no,no,carbapenem-hydrolyzing subclass B1 metallo-beta-lactamase,Bla_Carb
114,NDM-14,Bla,NDM,NDM-14,877,ARO_3003183,-,-,no,no,carbapenem-hydrolyzing subclass B1 metallo-beta-lactamase,Bla_Carb
114,NDM-15,Bla,NDM,NDM-15,878,ARO_3003663,-,-,no,no,carbapenem-hydrolyzing subclass B1 metallo-beta-lactamase,Bla_Carb
114,NDM-16,Bla,NDM,NDM-16,879,ARO_3003664,-,-,no,no,carbapenem-hydrolyzing subclass B1 metallo-beta-lactamase,Bla_Carb
114,NDM-17,Bla,NDM,NDM-17,880,ARO_3004093,-,-,no,no,carbapenem-hydrolyzing subclass B1 metallo-beta-lactamase,Bla_Carb
114,NDM-18,Bla,NDM,NDM-18,881,ARO_3004861,-,-,no,no,carbapenem-hydrolyzing subclass B1 metallo-beta-lactamase,Bla_Carb
114,NDM-19,Bla,NDM,NDM-19,882,ARO_3004862,-,-,no,no,carbapenem-hydrolyzing subclass B1 metallo-beta-lactamase,Bla_Carb
114,NDM-2,Bla,NDM,NDM-2,883,ARO_3000590,-,-,no,no,carbapenem-hydrolyzing subclass B1 metallo-beta-lactamase,Bla_Carb
114,NDM-20,Bla,NDM,NDM-20,884,ARO_3004863,-,-,no,no,carbapenem-hydrolyzing subclass B1 metallo-beta-lactamase,Bla_Carb
114,NDM-21,Bla,NDM,NDM-21,885,ARO_3004864,-,-,no,no,carbapenem-hydrolyzing subclass B1 metallo-beta-lactamase,Bla_Carb
114,NDM-22,Bla,NDM,NDM-22,886,ARO_3004865,-,-,no,no,carbapenem-hydrolyzing subclass B1 metallo-beta-lactamase,Bla_Carb
114,NDM-23,Bla,NDM,NDM-23,887,ARO_3004866,-,-,no,no,carbapenem-hydrolyzing subclass B1 metallo-beta-lactamase,Bla_Carb
114,NDM-24,Bla,NDM,NDM-24,888,ARO_3004867,-,-,no,no,carbapenem-hydrolyzing subclass B1 metallo-beta-lactamase,Bla_Carb
114,NDM-25,Bla,NDM,NDM-25,889,ARO_3004868,-,-,no,no,carbapenem-hydrolyzing subclass B1 metallo-beta-lactamase,Bla_Carb
114,NDM-27,Bla,NDM,NDM-27,890,ARO_3004870,-,-,no,no,carbapenem-hydrolyzing subclass B1 metallo-beta-lactamase,Bla_Carb
114,NDM-28,Bla,NDM,NDM-28,891,ARO_3004871,-,-,no,no,carbapenem-hydrolyzing subclass B1 metallo-beta-lactamase,Bla_Carb
114,NDM-3,Bla,NDM,NDM-3,892,ARO_3002354,-,-,no,no,carbapenem-hydrolyzing subclass B1 metallo-beta-lactamase,Bla_Carb
114,NDM-4,Bla,NDM,NDM-4,893,ARO_3002355,-,-,no,no,carbapenem-hydrolyzing subclass B1 metallo-beta-lactamase,Bla_Carb
114,NDM-5,Bla,NDM,NDM-5,894,ARO_3000467,-,-,no,no,carbapenem-hydrolyzing subclass B1 metallo-beta-lactamase,Bla_Carb
114,NDM-6,Bla,NDM,NDM-6,895,ARO_3002356,-,-,no,no,carbapenem-hydrolyzing subclass B1 metallo-beta-lactamase,Bla_Carb
114,NDM-7,Bla,NDM,NDM-7,896,ARO_3002357,-,-,no,no,carbapenem-hydrolyzing subclass B1 metallo-beta-lactamase,Bla_Carb
114,NDM-8,Bla,NDM,NDM-8,897,ARO_3002358,-,-,no,no,carbapenem-hydrolyzing subclass B1 metallo-beta-lactamase,Bla_Carb
114,NDM-9,Bla,NDM,NDM-9,898,ARO_3002359,-,-,no,no,carbapenem-hydrolyzing subclass B1 metallo-beta-lactamase,Bla_Carb
115,NPS-1,Bla,NPS,NPS-1,899,ARO_3004239,-,-,no,no,oxacillin-hydrolyzing class D beta-lactamase,Bla
116,OCH-1,Bla,OCH,OCH-1,900,ARO_3002514,-,-,no,no,class C extended-spectrum beta-lactamase,Bla_ESBL
116,OCH-2,Bla,OCH,OCH-2,901,ARO_3002515,-,-,no,no,class C extended-spectrum beta-lactamase,Bla_ESBL
116,OCH-3,Bla,OCH,OCH-3,902,ARO_3002516,-,-,no,no,class C extended-spectrum beta-lactamase,Bla_ESBL
116,OCH-4,Bla,OCH,OCH-4,903,ARO_3002517,-,-,no,no,class C extended-spectrum beta-lactamase,Bla_ESBL
116,OCH-5,Bla,OCH,OCH-5,904,ARO_3002518,-,-,no,no,class C extended-spectrum beta-lactamase,Bla_ESBL
116,OCH-6,Bla,OCH,OCH-6,905,ARO_3002519,-,-,no,no,class C extended-spectrum beta-lactamase,Bla_ESBL
116,OCH-7,Bla,OCH,OCH-7,906,ARO_3002520,-,-,no,no,class C extended-spectrum beta-lactamase,Bla_ESBL
116,OCH-8,Bla,OCH,OCH-8,907,ARO_3002521,-,-,no,no,class C extended-spectrum beta-lactamase,Bla_ESBL
117,OXA-724,Bla,OXA,OXA-724,908,ARO_3004837,-,-,no,no,AmpH family beta-lactamase,Bla
117,OXA-198,Bla,OXA,OXA-198,909,ARO_3001805,-,-,no,no,class D beta-lactamase,Bla
117,OXA-209,Bla,OXA,OXA-209,910,ARO_3001809,-,-,no,no,class D beta-lactamase,Bla
117,OXA-258,Bla,OXA,OXA-258,911,ARO_3001503,-,-,no,no,class D beta-lactamase,Bla
117,OXA-347,Bla,OXA,OXA-347,912,ARO_3001777,-,-,no,no,class D beta-lactamase,Bla
117,OXA-320,Bla,OXA,OXA-320,913,ARO_3001793,-,-,no,no,OXA-1 family class D beta-lactamase,Bla
117,OXA-392,Bla,OXA,OXA-392,914,ARO_3001578,-,-,no,no,OXA-1 family class D beta-lactamase,Bla
117,OXA-4,Bla,OXA,OXA-4,915,ARO_3001399,-,-,no,no,OXA-1 family oxacillin-hydrolyzing class D beta-lactamase,Bla
117,OXA-47,Bla,OXA,OXA-47,916,ARO_3001781,-,-,no,no,OXA-1 family oxacillin-hydrolyzing class D beta-lactamase,Bla
117,OXA-101,Bla,OXA,OXA-101,917,ARO_3001439,-,-,no,no,OXA-10 family class D beta-lactamase,Bla
117,OXA-246,Bla,OXA,OXA-246,918,ARO_3001807,-,-,no,no,OXA-10 family class D beta-lactamase,Bla
117,OXA-251,Bla,OXA,OXA-251,919,ARO_3001500,-,-,no,no,OXA-10 family class D beta-lactamase,Bla
117,OXA-256,Bla,OXA,OXA-256,920,ARO_3001502,-,-,no,no,OXA-10 family class D beta-lactamase,Bla
117,OXA-368,Bla,OXA,OXA-368,921,ARO_3001555,-,-,no,no,OXA-10 family class D beta-lactamase,Bla
117,OXA-454,Bla,OXA,OXA-454,922,ARO_3003610,-,-,no,no,OXA-10 family class D beta-lactamase,Bla
117,OXA-663,Bla,OXA,OXA-663,923,ARO_3004489,-,-,no,no,OXA-10 family class D beta-lactamase,Bla
117,OXA-74,Bla,OXA,OXA-74,924,ARO_3001798,-,-,no,no,OXA-10 family class D beta-lactamase,Bla
117,OXA-13,Bla,OXA,OXA-13,925,ARO_3001408,-,-,no,no,OXA-10 family oxacillin-hydrolyzing class D beta-lactamase,Bla
117,OXA-56,Bla,OXA,OXA-56,926,ARO_3001795,-,-,no,no,OXA-10 family oxacillin-hydrolyzing class D beta-lactamase,Bla
117,OXA-7,Bla,OXA,OXA-7,927,ARO_3001402,-,-,no,no,OXA-10 family oxacillin-hydrolyzing class D beta-lactamase,Bla
117,OXA-114a,Bla,OXA,OXA-114a,928,ARO_3001609,-,-,no,no,OXA-114a family class D beta-lactamase,Bla
117,OXA-427,Bla,OXA,OXA-427,929,ARO_3003115,-,-,no,no,OXA-12 family class D beta-lactamase,Bla
117,OXA-184,Bla,OXA,OXA-184,930,ARO_3001476,-,-,no,no,OXA-184 family class D beta-lactamase,Bla
117,OXA-185,Bla,OXA,OXA-185,931,ARO_3001477,-,-,no,no,OXA-184 family class D beta-lactamase,Bla
117,OXA-446,Bla,OXA,OXA-446,932,ARO_3003602,-,-,no,no,OXA-184 family class D beta-lactamase,Bla
117,OXA-447,Bla,OXA,OXA-447,933,ARO_3003603,-,-,no,no,OXA-184 family class D beta-lactamase,Bla
117,OXA-448,Bla,OXA,OXA-448,934,ARO_3003604,-,-,no,no,OXA-184 family class D beta-lactamase,Bla
117,OXA-449,Bla,OXA,OXA-449,935,ARO_3003605,-,-,no,no,OXA-184 family class D beta-lactamase,Bla
117,OXA-465,Bla,OXA,OXA-465,936,ARO_3003621,-,-,no,no,OXA-184 family class D beta-lactamase,Bla
117,OXA-466,Bla,OXA,OXA-466,937,ARO_3003622,-,-,no,no,OXA-184 family class D beta-lactamase,Bla
117,OXA-21.v1,Bla,OXA,OXA-21.v1,938,ARG_DQ522237,-,-,no,no,OXA-2 family class D beta-lactamase,Bla
117,OXA-21.v2,Bla,OXA,OXA-21.v2,939,ARO_3001416,-,-,no,no,OXA-2 family class D beta-lactamase,Bla
117,OXA-415,Bla,OXA,OXA-415,940,ARO_3001606,-,-,no,no,OXA-2 family class D beta-lactamase,Bla
117,OXA-3,Bla,OXA,OXA-3,941,ARO_3001398,-,-,no,no,OXA-2 family oxacillin-hydrolyzing class D beta-lactamase,Bla
117,OXA-20.v1,Bla,OXA,OXA-20.v1,942,ARG_AF024602,-,-,no,no,OXA-20 family class D beta-lactamase,Bla
117,OXA-20.v2,Bla,OXA,OXA-20.v2,943,ARO_3001415,-,-,no,no,OXA-20 family class D beta-lactamase,Bla
117,OXA-443,Bla,OXA,OXA-443,944,ARO_3003599,-,-,no,no,OXA-22 family class D beta-lactamase,Bla
117,OXA-243,Bla,OXA,OXA-243,945,ARO_3001610,-,-,no,no,OXA-243 class D beta-lactamase,Bla
117,OXA-364,Bla,OXA,OXA-364,946,ARO_3001551,-,-,no,no,OXA-243 family class D beta-lactamase,Bla
117,OXA-455,Bla,OXA,OXA-455,947,ARO_3003611,-,-,no,no,OXA-243 family class D beta-lactamase,Bla
117,OXA-457,Bla,OXA,OXA-457,948,ARO_3003613,-,-,no,no,OXA-243 family class D beta-lactamase,Bla
117,OXA-458,Bla,OXA,OXA-458,949,ARO_3003614,-,-,no,no,OXA-243 family class D beta-lactamase,Bla
117,OXA-459,Bla,OXA,OXA-459,950,ARO_3003615,-,-,no,no,OXA-243 family class D beta-lactamase,Bla
117,OXA-266,Bla,OXA,OXA-266,951,ARO_3001722,-,-,no,no,OXA-266 family class D beta-lactamase,Bla
117,OXA-274,Bla,OXA,OXA-274,952,ARO_3001730,-,-,no,no,OXA-274 family class D beta-lactamase,Bla
117,OXA-275,Bla,OXA,OXA-275,953,ARO_3001731,-,-,no,no,OXA-274 family class D beta-lactamase,Bla
117,OXA-279,Bla,OXA,OXA-279,954,ARO_3001734,-,-,no,no,OXA-279 family class D beta-lactamase,Bla
117,OXA-286,Bla,OXA,OXA-286,955,ARO_3001741,-,-,no,no,OXA-286 family class D beta-lactamase,Bla
117,OXA-287,Bla,OXA,OXA-287,956,ARO_3001742,-,-,no,no,OXA-286 family class D beta-lactamase,Bla
117,OXA-288,Bla,OXA,OXA-288,957,ARO_3001743,-,-,no,no,OXA-286 family class D beta-lactamase,Bla
117,OXA-291,Bla,OXA,OXA-291,958,ARO_3001746,-,-,no,no,OXA-286 family class D beta-lactamase,Bla
117,OXA-292,Bla,OXA,OXA-292,959,ARO_3001747,-,-,no,no,OXA-286 family class D beta-lactamase,Bla
117,OXA-293,Bla,OXA,OXA-293,960,ARO_3001748,-,-,no,no,OXA-286 family class D beta-lactamase,Bla
117,OXA-302,Bla,OXA,OXA-302,961,ARO_3001757,-,-,no,no,OXA-286 family class D beta-lactamase,Bla
117,OXA-303,Bla,OXA,OXA-303,962,ARO_3001758,-,-,no,no,OXA-286 family class D beta-lactamase,Bla
117,OXA-306,Bla,OXA,OXA-306,963,ARO_3001761,-,-,no,no,OXA-286 family class D beta-lactamase,Bla
117,OXA-308,Bla,OXA,OXA-308,964,ARO_3001763,-,-,no,no,OXA-286 family class D beta-lactamase,Bla
117,OXA-294,Bla,OXA,OXA-294,965,ARO_3001749,-,-,no,no,OXA-294 family class D beta-lactamase,Bla
117,OXA-295,Bla,OXA,OXA-295,966,ARO_3001750,-,-,no,no,OXA-294 family class D beta-lactamase,Bla
117,OXA-297,Bla,OXA,OXA-297,967,ARO_3001752,-,-,no,no,OXA-294 family class D beta-lactamase,Bla
117,OXA-298,Bla,OXA,OXA-298,968,ARO_3001753,-,-,no,no,OXA-294 family class D beta-lactamase,Bla
117,OXA-296,Bla,OXA,OXA-296,969,ARO_3001751,-,-,no,no,OXA-296 family class D beta-lactamase,Bla
117,OXA-299,Bla,OXA,OXA-299,970,ARO_3001754,-,-,no,no,OXA-299 family class D beta-lactamase,Bla
117,OXA-464,Bla,OXA,OXA-464,971,ARO_3003620,-,-,no,no,OXA-464 family class D beta-lactamase,Bla
117,OXA-370,Bla,OXA,OXA-370,972,ARO_3001774,-,-,no,no,OXA-48 family class D beta-lactamase,Bla
117,OXA-416,Bla,OXA,OXA-416,973,ARO_3001607,-,-,no,no,OXA-48 family class D beta-lactamase,Bla
117,OXA-438,Bla,OXA,OXA-438,974,ARO_3003594,-,-,no,no,OXA-48 family class D beta-lactamase,Bla
117,OXA-439,Bla,OXA,OXA-439,975,ARO_3003595,-,-,no,no,OXA-48 family class D beta-lactamase,Bla
117,OXA-129,Bla,OXA,OXA-129,976,ARO_3001811,-,-,no,no,OXA-5 family class D beta-lactamase,Bla
117,OXA-485,Bla,OXA,OXA-485,977,ARO_3003642,-,-,no,no,OXA-50 family class D beta-lactamase,Bla
117,OXA-486,Bla,OXA,OXA-486,978,ARO_3003643,-,-,no,no,OXA-50 family class D beta-lactamase,Bla
117,OXA-488,Bla,OXA,OXA-488,979,ARO_3003645,-,-,no,no,OXA-50 family class D beta-lactamase,Bla
117,OXA-450,Bla,OXA,OXA-450,980,ARO_3003606,-,-,no,no,OXA-61 family class D beta-lactamase,Bla
117,OXA-451,Bla,OXA,OXA-451,981,ARO_3003607,-,-,no,no,OXA-61 family class D beta-lactamase,Bla
117,OXA-452,Bla,OXA,OXA-452,982,ARO_3003608,-,-,no,no,OXA-61 family class D beta-lactamase,Bla
117,OXA-453,Bla,OXA,OXA-453,983,ARO_3003609,-,-,no,no,OXA-61 family class D beta-lactamase,Bla
117,OXA-460,Bla,OXA,OXA-460,984,ARO_3003616,-,-,no,no,OXA-61 family class D beta-lactamase,Bla
117,OXA-461,Bla,OXA,OXA-461,985,ARO_3003617,-,-,no,no,OXA-61 family class D beta-lactamase,Bla
117,OXA-136,Bla,OXA,OXA-136,986,ARO_3001765,-,-,no,no,OXA-63 family oxacillin-hydrolyzing class D beta-lactamase,Bla
117,OXA-137,Bla,OXA,OXA-137,987,ARO_3001767,-,-,no,no,OXA-63 family oxacillin-hydrolyzing class D beta-lactamase,Bla
117,OXA-192,Bla,OXA,OXA-192,988,ARO_3001766,-,-,no,no,OXA-63 family oxacillin-hydrolyzing class D beta-lactamase,Bla
117,OXA-470,Bla,OXA,OXA-470,989,ARO_3003626,-,-,no,no,OXA-63 family oxacillin-hydrolyzing class D beta-lactamase,Bla
117,OXA-471,Bla,OXA,OXA-471,990,ARO_3003627,-,-,no,no,OXA-63 family oxacillin-hydrolyzing class D beta-lactamase,Bla
117,OXA-472,Bla,OXA,OXA-472,991,ARO_3003628,-,-,no,no,OXA-63 family oxacillin-hydrolyzing class D beta-lactamase,Bla
117,OXA-473,Bla,OXA,OXA-473,992,ARO_3003629,-,-,no,no,OXA-63 family oxacillin-hydrolyzing class D beta-lactamase,Bla
117,OXA-474,Bla,OXA,OXA-474,993,ARO_3003631,-,-,no,no,OXA-63 family oxacillin-hydrolyzing class D beta-lactamase,Bla
117,OXA-475,Bla,OXA,OXA-475,994,ARO_3003632,-,-,no,no,OXA-63 family oxacillin-hydrolyzing class D beta-lactamase,Bla
117,OXA-476,Bla,OXA,OXA-476,995,ARO_3003633,-,-,no,no,OXA-63 family oxacillin-hydrolyzing class D beta-lactamase,Bla
117,OXA-477,Bla,OXA,OXA-477,996,ARO_3003634,-,-,no,no,OXA-63 family oxacillin-hydrolyzing class D beta-lactamase,Bla
117,OXA-478,Bla,OXA,OXA-478,997,ARO_3003635,-,-,no,no,OXA-63 family oxacillin-hydrolyzing class D beta-lactamase,Bla
117,OXA-479,Bla,OXA,OXA-479,998,ARO_3003636,-,-,no,no,OXA-63 family oxacillin-hydrolyzing class D beta-lactamase,Bla
117,OXA-1,Bla,OXA,OXA-1,999,ARO_3001396,-,-,no,no,oxacillin-hydrolyzing class D beta-lactamase,Bla
117,OXA-10,Bla,OXA,OXA-10,1000,ARO_3001405,-,-,no,no,oxacillin-hydrolyzing class D beta-lactamase,Bla
117,OXA-118,Bla,OXA,OXA-118,1001,ARO_3001768,-,-,no,no,oxacillin-hydrolyzing class D beta-lactamase,Bla
117,OXA-119,Bla,OXA,OXA-119,1002,ARO_3001775,-,-,no,no,oxacillin-hydrolyzing class D beta-lactamase,Bla
117,OXA-12,Bla,OXA,OXA-12,1003,ARO_3001407,-,-,no,no,oxacillin-hydrolyzing class D beta-lactamase,Bla
117,OXA-2,Bla,OXA,OXA-2,1004,ARO_3001397,-,-,no,no,oxacillin-hydrolyzing class D beta-lactamase,Bla
117,OXA-205,Bla,OXA,OXA-205,1005,ARO_3001483,-,-,no,no,oxacillin-hydrolyzing class D beta-lactamase,Bla
117,OXA-22,Bla,OXA,OXA-22,1006,ARO_3001417,-,-,no,no,oxacillin-hydrolyzing class D beta-lactamase,Bla
117,OXA-29,Bla,OXA,OXA-29,1007,ARO_3001424,-,-,no,no,oxacillin-hydrolyzing class D beta-lactamase,Bla
117,OXA-37,Bla,OXA,OXA-37,1008,ARO_3001431,-,-,no,no,oxacillin-hydrolyzing class D beta-lactamase,Bla
117,OXA-42,Bla,OXA,OXA-42,1009,ARO_3001769,-,-,no,no,oxacillin-hydrolyzing class D beta-lactamase,Bla
117,OXA-43,Bla,OXA,OXA-43,1010,ARO_3001770,-,-,no,no,oxacillin-hydrolyzing class D beta-lactamase,Bla
117,OXA-46,Bla,OXA,OXA-46,1011,ARO_3001797,-,-,no,no,oxacillin-hydrolyzing class D beta-lactamase,Bla
117,OXA-5,Bla,OXA,OXA-5,1012,ARO_3001400,-,-,no,no,oxacillin-hydrolyzing class D beta-lactamase,Bla
117,OXA-50.v1,Bla,OXA,OXA-50.v1,1013,ARG_AM117128,-,-,no,no,oxacillin-hydrolyzing class D beta-lactamase,Bla
117,OXA-50.v2,Bla,OXA,OXA-50.v2,1014,ARO_3001796,-,-,no,no,oxacillin-hydrolyzing class D beta-lactamase,Bla
117,OXA-57,Bla,OXA,OXA-57,1015,ARO_3001771,-,-,no,no,oxacillin-hydrolyzing class D beta-lactamase,Bla
117,OXA-59,Bla,OXA,OXA-59,1016,ARO_3001772,-,-,no,no,oxacillin-hydrolyzing class D beta-lactamase,Bla
117,OXA-61,Bla,OXA,OXA-61,1017,ARO_3001773,-,-,no,no,oxacillin-hydrolyzing class D beta-lactamase,Bla
117,OXA-63,Bla,OXA,OXA-63,1018,ARO_3001764,-,-,no,no,oxacillin-hydrolyzing class D beta-lactamase,Bla
117,OXA-85,Bla,OXA,OXA-85,1019,ARO_3001780,-,-,no,no,oxacillin-hydrolyzing class D beta-lactamase,Bla
117,OXA-9.v1,Bla,OXA,OXA-9.v1,1020,ARG_NC_015515,-,-,no,no,oxacillin-hydrolyzing class D beta-lactamase,Bla
117,OXA-9.v2,Bla,OXA,OXA-9.v2,1021,ARO_3001404,-,-,no,no,oxacillin-hydrolyzing class D beta-lactamase,Bla
117,OXA-134,Bla,OXA,OXA-134,1022,ARO_3001695,-,-,no,no,carbapenem-hydrolyzing class D beta-lactamase,Bla_Carb
