seqID,clusterid,gene,allele,cluster_contains_multiple_genes,gene_found_in_multiple_clusters,idInFile,symbol,class,accession,positions,size,Lahey,Bla_Class
465,96,ACT-MIR_Bla,ACT-2,yes,no,Bla___ACT-2___AM076977___1-1146___1146,ACT-2,Bla,AM076977,1-1146,1146,cephalosporin-hydrolyzing class C beta-lactamase ACT-2,Bla
466,96,ACT-MIR_Bla,ACT-3,yes,no,Bla___ACT-3___EU427302___1476-2618___1143,ACT-3,Bla,EU427302,1476-2618,1143,cephalosporin-hydrolyzing class C beta-lactamase ACT-3,Bla
467,96,ACT-MIR_Bla,ACT-4,yes,no,Bla___ACT-4___AJ311172___12-1157___1146,ACT-4,Bla,AJ311172,12-1157,1146,cephalosporin-hydrolyzing class C beta-lactamase ACT-4,Bla
468,96,ACT-MIR_Bla,ACT-5,yes,no,Bla___ACT-5___FJ237369___1-1146___1146,ACT-5,Bla,FJ237369,1-1146,1146,cephalosporin-hydrolyzing class C beta-lactamase ACT-5,Bla
469,96,ACT-MIR_Bla,ACT-6,yes,no,Bla___ACT-6___FJ237366___41-1186___1146,ACT-6,Bla,FJ237366,41-1186,1146,cephalosporin-hydrolyzing class C beta-lactamase ACT-6,Bla
470,96,ACT-MIR_Bla,ACT-7,yes,no,Bla___ACT-7___FJ237368___1-1146___1146,ACT-7,Bla,FJ237368,1-1146,1146,cephalosporin-hydrolyzing class C beta-lactamase ACT-7,Bla
471,96,ACT-MIR_Bla,ACT-8,yes,no,Bla___ACT-8___FN645445___1-1146___1146,ACT-8,Bla,FN645445,1-1146,1146,NA,NA
472,96,ACT-MIR_Bla,ACT-9,yes,no,Bla___ACT-9___HQ693810___1009-2151___1143,ACT-9,Bla,HQ693810,1009-2151,1143,cephalosporin-hydrolyzing class C beta-lactamase ACT-9,Bla
473,96,ACT-MIR_Bla,ACT-10,yes,no,Bla___ACT-10___JN848330___1-1146___1146,ACT-10,Bla,JN848330,1-1146,1146,cephalosporin-hydrolyzing class C beta-lactamase ACT-10,Bla
474,96,ACT-MIR_Bla,ACT-12,yes,no,Bla___ACT-12___JX440355___752-1897___1146,ACT-12,Bla,JX440355,752-1897,1146,cephalosporin-hydrolyzing class C beta-lactamase ACT-12,Bla
475,96,ACT-MIR_Bla,ACT-14,yes,no,Bla___ACT-14___JX440354___757-1902___1146,ACT-14,Bla,JX440354,757-1902,1146,cephalosporin-hydrolyzing class C beta-lactamase ACT-14,Bla
476,96,ACT-MIR_Bla,ACT-15,yes,no,Bla___ACT-15___JX440356___755-1900___1146,ACT-15,Bla,JX440356,755-1900,1146,cephalosporin-hydrolyzing class C beta-lactamase ACT-15,Bla
477,96,ACT-MIR_Bla,ACT-16,yes,no,Bla___ACT-16___AB737978___1-1140___1140,ACT-16,Bla,AB737978,1-1140,1140,cephalosporin-hydrolyzing class C beta-lactamase ACT-16,Bla
478,96,ACT-MIR_Bla,MIR-1,yes,no,Bla___MIR-1___M37839___928-2073___1146,MIR-1,Bla,M37839,928-2073,1146,cephalosporin-hydrolyzing class C beta-lactamase MIR-1,Bla
479,96,ACT-MIR_Bla,MIR-2,yes,no,Bla___MIR-2___AY227752___89-1234___1146,MIR-2,Bla,AY227752,89-1234,1146,cephalosporin-hydrolyzing class C beta-lactamase MIR-2,Bla
480,96,ACT-MIR_Bla,MIR-3,yes,no,Bla___MIR-3___AY743435___14-1159___1146,MIR-3,Bla,AY743435,14-1159,1146,cephalosporin-hydrolyzing class C beta-lactamase MIR-3,Bla
481,96,ACT-MIR_Bla,MIR-4,yes,no,Bla___MIR-4___EF587233___1-1101___1101,MIR-4,Bla,EF587233,1-1101,1101,cephalosporin-hydrolyzing class C beta-lactamase MIR-4,Bla
482,96,ACT-MIR_Bla,MIR-6,yes,no,Bla___MIR-6___JQ664733___1-1146___1146,MIR-6,Bla,JQ664733,1-1146,1146,cephalosporin-hydrolyzing class C beta-lactamase MIR-6,Bla
483,96,ACT-MIR_Bla,MIR-8,yes,no,Bla___MIR-8___FJ237367___1-1146___1146,MIR-8,Bla,FJ237367,1-1146,1146,NA,NA
484,96,ACT-MIR_Bla,CMG,yes,no,Bla___CMG___AY265892___1-1054___1054,CMG,Bla,AY265892,1-1054,1054,NA,NA
485,96,ACT-MIR_Bla,ZEG-1,yes,no,Bla___ZEG-1___AY265891___1-1013___1013,ZEG-1,Bla,AY265891,1-1013,1013,NA,NA
486,238,OXA-215_Bla,OXA-215,no,yes,Bla___OXA-215___JN861782___1-825___825,OXA-215,Bla,JN861782,1-825,825,carbapenem-hydrolyzing class D beta-lactamase OXA-215,Bla_Carb
488,234,OXA-2_Bla,OXA-2,no,yes,Bla___OXA-2___HM131431___1-828___828,OXA-2,Bla,HM131431,1-828,828,oxacillin-hydrolyzing class D beta-lactamase OXA-2,Bla
489,234,OXA-2_Bla,OXA-3,no,yes,Bla___OXA-3___L07945___61-888___828,OXA-3,Bla,L07945,61-888,828,oxacillin-hydrolyzing class D beta-lactamase OXA-3,Bla
490,234,OXA-2_Bla,OXA-15,no,yes,Bla___OXA-15___U63835___128-955___828,OXA-15,Bla,U63835,128-955,828,class D extended-spectrum beta-lactamase OXA-15,Bla_ESBL
491,234,OXA-2_Bla,OXA-21,no,yes,Bla___OXA-21___DQ522237___3974-4801___825,OXA-21,Bla,DQ522237,3974-4801,825,oxacillin-hydrolyzing class D beta-lactamase OXA-21,Bla
492,234,OXA-2_Bla,OXA-32,no,yes,Bla___OXA-32___AF315351___673-1500___828,OXA-32,Bla,AF315351,673-1500,828,class D extended-spectrum beta-lactamase OXA-32,Bla_ESBL
493,234,OXA-2_Bla,OXA-34,no,yes,Bla___OXA-34___AF350424___1-771___771,OXA-34,Bla,AF350424,1-771,771,class D extended-spectrum beta-lactamase OXA-34,Bla_ESBL
494,234,OXA-2_Bla,OXA-36,no,yes,Bla___OXA-36___AF300985___1-739___739,OXA-36,Bla,AF300985,1-739,739,class D extended-spectrum beta-lactamase OXA-36,Bla_ESBL
495,234,OXA-2_Bla,OXA-46,no,yes,Bla___OXA-46___AF317511___2371-3171___801,OXA-46,Bla,AF317511,2371-3171,801,oxacillin-hydrolyzing class D beta-lactamase OXA-46,Bla
496,234,OXA-2_Bla,OXA-53,no,yes,Bla___OXA-53___AY289608___617-1444___828,OXA-53,Bla,AY289608,617-1444,828,class D extended-spectrum beta-lactamase OXA-53,Bla_ESBL
497,234,OXA-2_Bla,OXA-118,no,yes,Bla___OXA-118___AF371964___119-919___801,OXA-118,Bla,AF371964,119-919,801,oxacillin-hydrolyzing class D beta-lactamase OXA-118,Bla
498,234,OXA-2_Bla,OXA-119,no,yes,Bla___OXA-119___AY139598___1422-2222___801,OXA-119,Bla,AY139598,1422-2222,801,oxacillin-hydrolyzing class D beta-lactamase OXA-119,Bla
499,234,OXA-2_Bla,OXA-141,no,yes,Bla___OXA-141___EF552405___13-840___828,OXA-141,Bla,EF552405,13-840,828,class D extended-spectrum beta-lactamase OXA-141,Bla_ESBL
500,234,OXA-2_Bla,OXA-161,no,yes,Bla___OXA-161___GQ202693___1172-1999___828,OXA-161,Bla,GQ202693,1172-1999,828,class D extended-spectrum beta-lactamase OXA-161,Bla_ESBL
501,234,OXA-2_Bla,OXA-205,no,yes,Bla___OXA-205___JF800667___658-1458___801,OXA-205,Bla,JF800667,658-1458,801,class D beta-lactamase OXA-205,Bla
502,234,OXA-2_Bla,OXA-210,no,yes,Bla___OXA-210___JF795487___1-828___828,OXA-210,Bla,JF795487,1-828,828,class D beta-lactamase OXA-210,Bla
503,235,OXA-18_Bla,OXA-18,no,yes,Bla___OXA-18___EU503121___2921-3748___828,OXA-18,Bla,EU503121,2921-3748,828,class D extended-spectrum beta-lactamase OXA-18,Bla_ESBL
504,236,OXA-24_Bla,OXA-24,no,yes,Bla___OXA-24___AJ239129___1-828___828,OXA-24,Bla,AJ239129,1-828,828,carbapenem-hydrolyzing class D beta-lactamase OXA-24,Bla_Carb
505,236,OXA-24_Bla,OXA-25,no,yes,Bla___OXA-25___AF201826___22-849___828,OXA-25,Bla,AF201826,22-849,828,carbapenem-hydrolyzing class D beta-lactamase OXA-25,Bla_Carb
506,236,OXA-24_Bla,OXA-26,no,yes,Bla___OXA-26___AF201827___22-849___828,OXA-26,Bla,AF201827,22-849,828,carbapenem-hydrolyzing class D beta-lactamase OXA-26,Bla_Carb
507,236,OXA-24_Bla,OXA-33,no,yes,Bla___OXA-33___AY082394___1-828___828,OXA-33,Bla,AY082394,1-828,828,carbapenem-hydrolyzing class D beta-lactamase OXA-33,Bla_Carb
508,236,OXA-24_Bla,OXA-40,no,yes,Bla___OXA-40___AY228470___1266-2093___828,OXA-40,Bla,AY228470,1266-2093,828,NA,NA
509,236,OXA-24_Bla,OXA-72,no,yes,Bla___OXA-72___AY739646___1-828___828,OXA-72,Bla,AY739646,1-828,828,carbapenem-hydrolyzing class D beta-lactamase OXA-72,Bla_Carb
510,236,OXA-24_Bla,OXA-139,no,yes,Bla___OXA-139___AM991978___1-828___828,OXA-139,Bla,AM991978,1-828,828,carbapenem-hydrolyzing class D beta-lactamase OXA-139,Bla_Carb
511,236,OXA-24_Bla,OXA-143,no,yes,Bla___OXA-143___GQ861437___2914-3741___828,OXA-143,Bla,GQ861437,2914-3741,828,carbapenem-hydrolyzing class D beta-lactamase OXA-143,Bla_Carb
512,236,OXA-24_Bla,OXA-160,no,yes,Bla___OXA-160___GU199038___1196-2023___828,OXA-160,Bla,GU199038,1196-2023,828,carbapenem-hydrolyzing class D beta-lactamase OXA-160,Bla_Carb
513,236,OXA-24_Bla,OXA-182,no,yes,Bla___OXA-182___HM640278___1-828___828,OXA-182,Bla,HM640278,1-828,828,carbapenem-hydrolyzing class D beta-lactamase OXA-182,Bla_Carb
514,236,OXA-24_Bla,OXA-207,no,yes,Bla___OXA-207___JQ838185___1-828___828,OXA-207,Bla,JQ838185,1-828,828,carbapenem-hydrolyzing class D beta-lactamase OXA-207,Bla_Carb
515,236,OXA-24_Bla,OXA-231,no,yes,Bla___OXA-231___JQ326200___1-828___828,OXA-231,Bla,JQ326200,1-828,828,carbapenem-hydrolyzing class D beta-lactamase OXA-231,Bla_Carb
516,237,OXA-114_Bla,OXA-114,no,yes,Bla___OXA-114___EU188842___1-828___828,OXA-114,Bla,EU188842,1-828,828,NA,NA
517,237,OXA-114_Bla,OXA-243a,no,yes,Bla___OXA-243a___JX206446___1-828___828,OXA-243a,Bla,JX206446,1-828,828,NA,NA
518,237,OXA-114_Bla,OXA-258,no,yes,Bla___OXA-258___HE614014___1-825___825,OXA-258,Bla,HE614014,1-825,825,class D beta-lactamase OXA-258,Bla
519,230,SPM-1_Bla,SPM-1,no,no,Bla___SPM-1___GU831565___1-831___831,SPM-1,Bla,GU831565,1-831,831,NA,NA
520,231,OXA-1_Bla,OXA-1,no,yes,Bla___OXA-1___JQ682867___1-831___831,OXA-1,Bla,JQ682867,1-831,831,oxacillin-hydrolyzing class D beta-lactamase OXA-1,Bla
521,231,OXA-1_Bla,OXA-4,no,yes,Bla___OXA-4___JN129451___1037-1867___831,OXA-4,Bla,JN129451,1037-1867,831,oxacillin-hydrolyzing class D beta-lactamase OXA-4,Bla
522,231,OXA-1_Bla,OXA-30,no,yes,Bla___OXA-30___HM998988___991-1821___831,OXA-30,Bla,HM998988,991-1821,831,NA,NA
523,231,OXA-1_Bla,OXA-31,no,yes,Bla___OXA-31___AF294653___754-1581___828,OXA-31,Bla,AF294653,754-1581,828,class D extended-spectrum beta-lactamase OXA-31,Bla_ESBL
524,231,OXA-1_Bla,OXA-47,no,yes,Bla___OXA-47___AY237830___1-831___831,OXA-47,Bla,AY237830,1-831,831,oxacillin-hydrolyzing class D beta-lactamase OXA-47,Bla
525,231,OXA-1_Bla,OXA-224,no,yes,Bla___OXA-224___JN596991___2281-3111___831,OXA-224,Bla,JN596991,2281-3111,831,class D beta-lactamase OXA-224,Bla
526,231,OXA-1_Bla,OXA-320,no,yes,Bla___OXA-320___KF151169___1-831___831,OXA-320,Bla,KF151169,1-831,831,class D beta-lactamase OXA-320,Bla
527,232,OXA-228_Bla,OXA-228,no,yes,Bla___OXA-228___JQ422053___100-930___831,OXA-228,Bla,JQ422053,100-930,831,carbapenem-hydrolyzing class D beta-lactamase OXA-228,Bla_Carb
528,232,OXA-228_Bla,OXA-229,no,yes,Bla___OXA-229___JQ422052___1100-1930___831,OXA-229,Bla,JQ422052,1100-1930,831,carbapenem-hydrolyzing class D beta-lactamase OXA-229,Bla_Carb
529,232,OXA-228_Bla,OXA-230,no,yes,Bla___OXA-230___JQ422054___101-931___831,OXA-230,Bla,JQ422054,101-931,831,carbapenem-hydrolyzing class D beta-lactamase OXA-230,Bla_Carb
530,233,OXA-237_Bla,OXA-237,no,yes,Bla___OXA-237___JQ820241___1-831___831,OXA-237,Bla,JQ820241,1-831,831,carbapenem-hydrolyzing class D beta-lactamase OXA-237,Bla_Carb
531,233,OXA-237_Bla,OXA-236,no,yes,Bla___OXA-236___JQ820242___1-831___831,OXA-236,Bla,JQ820242,1-831,831,class D beta-lactamase OXA-236,Bla
532,233,OXA-237_Bla,OXA-235,no,yes,Bla___OXA-235___JQ820240___591-1421___831,OXA-235,Bla,JQ820240,591-1421,831,carbapenem-hydrolyzing class D beta-lactamase OXA-235,Bla_Carb
533,233,OXA-237_Bla,OXA-278,no,yes,Bla___OXA-278___KC771279___1-831___831,OXA-278,Bla,KC771279,1-831,831,carbapenem-hydrolyzing class D beta-lactamase OXA-278,Bla_Carb
538,147,cphA2_Bla,cphA2,no,no,Bla___cphA2___NC_000918___673738-674661___924,cphA2,Bla,NC_000918,673738-674661,924,NA,NA
539,144,PER-6_Bla,PER-6,no,yes,Bla___PER-6___HM453327___787-1713___927,PER-6,Bla,HM453327,787-1713,927,class A extended-spectrum beta-lactamase PER-6,Bla_ESBL
541,142,PME-1_Bla,PME-1,no,no,Bla___PME-1___HQ541434___3071-4000___930,PME-1,Bla,HQ541434,3071-4000,930,NA,NA
542,143,PER-1_Bla,PER-1,no,yes,Bla___PER-1___EF535600___1-927___927,PER-1,Bla,EF535600,1-927,927,class A extended-spectrum beta-lactamase PER-1,Bla_ESBL
543,143,PER-1_Bla,PER-2,no,yes,Bla___PER-2___X93314___278-1204___927,PER-2,Bla,X93314,278-1204,927,class A extended-spectrum beta-lactamase PER-2,Bla_ESBL
544,143,PER-1_Bla,PER-3,no,yes,Bla___PER-3___AY740681___7103-8029___927,PER-3,Bla,AY740681,7103-8029,927,class A extended-spectrum beta-lactamase PER-3,Bla_ESBL
545,143,PER-1_Bla,PER-4,no,yes,Bla___PER-4___EU748544___1-927___927,PER-4,Bla,EU748544,1-927,927,class A extended-spectrum beta-lactamase PER-4,Bla_ESBL
546,143,PER-1_Bla,PER-5,no,yes,Bla___PER-5___FJ627180___1-927___927,PER-5,Bla,FJ627180,1-927,927,class A extended-spectrum beta-lactamase PER-5,Bla_ESBL
547,143,PER-1_Bla,PER-7,no,yes,Bla___PER-7___JQ639792___6580-7506___927,PER-7,Bla,JQ639792,6580-7506,927,class A extended-spectrum beta-lactamase PER-7,Bla_ESBL
549,141,AST-1_Bla,AST-1,no,no,Bla___AST-1___AF279904___160-1092___933,AST-1,Bla,AF279904,160-1092,933,NA,NA
551,149,ROB-1_Bla,ROB-1,no,no,Bla___ROB-1___AF022114___303-1220___918,ROB-1,Bla,AF022114,303-1220,918,NA,NA
556,130,cphA1_Bla,cphA1,no,no,Bla___cphA1___NC_000918___1269541-1270521___981,cphA1,Bla,NC_000918,1269541-1270521,981,NA,NA
557,137,CARB_Bla,PSE-4,yes,no,Bla___PSE-4___AF313471___1422-2288___867,PSE-4,Bla,AF313471,1422-2288,867,NA,NA
558,137,CARB_Bla,CARB-1,yes,yes,Bla___CARB-1___D86225___232-1098___867,CARB-1,Bla,D86225,232-1098,867,carbenicillin-hydrolyzing class A beta-lactamase CARB-1,Bla_Carb
559,137,CARB_Bla,CARB-2,yes,yes,Bla___CARB-2___HQ157204___747-1613___867,CARB-2,Bla,HQ157204,747-1613,867,carbenicillin-hydrolyzing class A beta-lactamase CARB-2,Bla_Carb
560,137,CARB_Bla,CARB-3,yes,yes,Bla___CARB-3___S46063___122-1036___915,CARB-3,Bla,S46063,122-1036,915,carbenicillin-hydrolyzing class A beta-lactamase CARB-3,Bla_Carb
561,137,CARB_Bla,CARB-4,yes,yes,Bla___CARB-4___AY913772___1600-2466___867,CARB-4,Bla,AY913772,1600-2466,867,carbenicillin-hydrolyzing class A beta-lactamase CARB-4,Bla_Carb
562,137,CARB_Bla,CARB-6,yes,yes,Bla___CARB-6___AF030945___1-867___867,CARB-6,Bla,AF030945,1-867,867,carbenicillin-hydrolyzing class A beta-lactamase CARB-6,Bla_Carb
563,137,CARB_Bla,CARB-7,yes,yes,Bla___CARB-7___AF409092___888-1754___867,CARB-7,Bla,AF409092,888-1754,867,carbenicillin-hydrolyzing class A beta-lactamase CARB-7,Bla_Carb
564,137,CARB_Bla,CARB-8,yes,yes,Bla___CARB-8___GQ866976___1345-2211___867,CARB-8,Bla,GQ866976,1345-2211,867,carbenicillin-hydrolyzing class A beta-lactamase CARB-8,Bla_Carb
565,137,CARB_Bla,CARB-9,yes,yes,Bla___CARB-9___AY248038___2073-2939___867,CARB-9,Bla,AY248038,2073-2939,867,carbenicillin-hydrolyzing class A beta-lactamase CARB-9,Bla_Carb
566,137,CARB_Bla,CARB-11,yes,yes,Bla___CARB-11___AY008290___1-867___867,CARB-11,Bla,AY008290,1-867,867,class A beta-lactamase CARB-11,Bla
567,137,CARB_Bla,CARB-12,yes,yes,Bla___CARB-12___D13210___232-1098___867,CARB-12,Bla,D13210,232-1098,867,carbenicillin-hydrolyzing class A beta-lactamase CARB-12,Bla_Carb
574,138,Zn-dependent_hydrolase_Bla,Zn-dependent_hydrolase,no,no,Bla___Zn-dependent_hydrolase___NC_010410___882015-882977___963,Zn-dependent_hydrolase,Bla,NC_010410,882015-882977,963,NA,NA
615,89,AMPH_Ecoli_Bla,AMPH,no,no,Bla___AMPH_Ecoli___AP012030___395554-396711___1158,AMPH,Bla,AP012030,395554-396711,1158,NA,NA
621,82,ACC-1_Bla,ACC-1,no,no,Bla___ACC-1___AJ133121___650-1810___1161,ACC-1,Bla,AJ133121,650-1810,1161,cephalosporin-hydrolyzing class C beta-lactamase ACC-1,Bla
622,82,ACC-1_Bla,ACC-2,no,no,Bla___ACC-2___AF180952___1565-2737___1173,ACC-2,Bla,AF180952,1565-2737,1173,cephalosporin-hydrolyzing class C beta-lactamase ACC-2,Bla
623,82,ACC-1_Bla,ACC-3,no,no,Bla___ACC-3___AF180957___1-1131___1131,ACC-3,Bla,AF180957,1-1131,1131,cephalosporin-hydrolyzing class C beta-lactamase ACC-3,Bla
624,82,ACC-1_Bla,ACC-4,no,no,Bla___ACC-4___EF504260___1995-3155___1161,ACC-4,Bla,EF504260,1995-3155,1161,cephalosporin-hydrolyzing class C beta-lactamase ACC-4,Bla
625,83,OCH-2_Bla,OCH-2,no,no,Bla___OCH-2___AJ295340___1-1173___1173,OCH-2,Bla,AJ295340,1-1173,1173,NA,NA
626,83,OCH-2_Bla,OCH-3,no,no,Bla___OCH-3___AJ295341___1-1173___1173,OCH-3,Bla,AJ295341,1-1173,1173,NA,NA
627,83,OCH-2_Bla,OCH-4,no,no,Bla___OCH-4___AJ295342___1-1173___1173,OCH-4,Bla,AJ295342,1-1173,1173,NA,NA
628,83,OCH-2_Bla,OCH-5,no,no,Bla___OCH-5___AJ295343___1-1173___1173,OCH-5,Bla,AJ295343,1-1173,1173,NA,NA
629,83,OCH-2_Bla,OCH-6,no,no,Bla___OCH-6___AJ295344___1-1173___1173,OCH-6,Bla,AJ295344,1-1173,1173,NA,NA
630,83,OCH-2_Bla,OCH-7,no,no,Bla___OCH-7___AJ295345___1-1173___1173,OCH-7,Bla,AJ295345,1-1173,1173,NA,NA
631,83,OCH-2_Bla,OCH-8,no,no,Bla___OCH-8___DQ489307___1071-2243___1173,OCH-8,Bla,DQ489307,1071-2243,1173,NA,NA
634,86,AmpH_Bla,AmpH,no,no,Bla___AmpH___CP003785___4208384-4209544___1161,AmpH,Bla,CP003785,4208384-4209544,1161,NA,NA
641,245,OXA-211_Bla,OXA-211,no,yes,Bla___OXA-211___JN861779___1-825___825,OXA-211,Bla,JN861779,1-825,825,carbapenem-hydrolyzing class D beta-lactamase OXA-211,Bla_Carb
642,245,OXA-211_Bla,OXA-212,no,yes,Bla___OXA-212___JN861780___1-825___825,OXA-212,Bla,JN861780,1-825,825,carbapenem-hydrolyzing class D beta-lactamase OXA-212,Bla_Carb
643,245,OXA-211_Bla,OXA-309,no,yes,Bla___OXA-309___HF947514___1-825___825,OXA-309,Bla,HF947514,1-825,825,carbapenem-hydrolyzing class D beta-lactamase OXA-309,Bla_Carb
644,244,OXA-209_Bla,OXA-209,no,yes,Bla___OXA-209___JF268688___5408-6232___825,OXA-209,Bla,JF268688,5408-6232,825,class D beta-lactamase OXA-209,Bla
645,244,OXA-209_Bla,OXA-347,no,yes,Bla___OXA-347___JN086160___1583-2407___825,OXA-347,Bla,JN086160,1583-2407,825,class D beta-lactamase OXA-347,Bla
646,247,OXA-104_Bla,OXA-104,no,yes,Bla___OXA-104___EF581285___1-822___822,OXA-104,Bla,EF581285,1-822,822,carbapenem-hydrolyzing class D beta-lactamase OXA-104,Bla_Carb
648,241,OXA-22_Bla,OXA-22,no,yes,Bla___OXA-22___AF064820___952-1776___825,OXA-22,Bla,AF064820,952-1776,825,oxacillin-hydrolyzing class D beta-lactamase OXA-22,Bla
650,243,OXA-51_Bla,OXA-51,no,yes,Bla___OXA-51___DQ385606___669-1493___825,OXA-51,Bla,DQ385606,669-1493,825,carbapenem-hydrolyzing class D beta-lactamase OXA-51,Bla_Carb
651,243,OXA-51_Bla,OXA-64,no,yes,Bla___OXA-64___AY750907___1-825___825,OXA-64,Bla,AY750907,1-825,825,carbapenem-hydrolyzing class D beta-lactamase OXA-64,Bla_Carb
652,243,OXA-51_Bla,OXA-65,no,yes,Bla___OXA-65___AY750908___1-825___825,OXA-65,Bla,AY750908,1-825,825,carbapenem-hydrolyzing class D beta-lactamase OXA-65,Bla_Carb
653,243,OXA-51_Bla,OXA-66,no,yes,Bla___OXA-66___EF051061___485-1309___825,OXA-66,Bla,EF051061,485-1309,825,carbapenem-hydrolyzing class D beta-lactamase OXA-66,Bla_Carb
654,243,OXA-51_Bla,OXA-67,no,yes,Bla___OXA-67___DQ491200___1-825___825,OXA-67,Bla,DQ491200,1-825,825,carbapenem-hydrolyzing class D beta-lactamase OXA-67,Bla_Carb
655,243,OXA-51_Bla,OXA-68,no,yes,Bla___OXA-68___AY750910___1-825___825,OXA-68,Bla,AY750910,1-825,825,carbapenem-hydrolyzing class D beta-lactamase OXA-68,Bla_Carb
656,243,OXA-51_Bla,OXA-69,no,yes,Bla___OXA-69___AY750911___1-825___825,OXA-69,Bla,AY750911,1-825,825,carbapenem-hydrolyzing class D beta-lactamase OXA-69,Bla_Carb
657,243,OXA-51_Bla,OXA-70,no,yes,Bla___OXA-70___AY750912___1-825___825,OXA-70,Bla,AY750912,1-825,825,carbapenem-hydrolyzing class D beta-lactamase OXA-70,Bla_Carb
658,243,OXA-51_Bla,OXA-71,no,yes,Bla___OXA-71___AY750913___1-825___825,OXA-71,Bla,AY750913,1-825,825,carbapenem-hydrolyzing class D beta-lactamase OXA-71,Bla_Carb
659,243,OXA-51_Bla,OXA-75,no,yes,Bla___OXA-75___AY859529___1-825___825,OXA-75,Bla,AY859529,1-825,825,carbapenem-hydrolyzing class D beta-lactamase OXA-75,Bla_Carb
660,243,OXA-51_Bla,OXA-76,no,yes,Bla___OXA-76___AY949203___1-825___825,OXA-76,Bla,AY949203,1-825,825,carbapenem-hydrolyzing class D beta-lactamase OXA-76,Bla_Carb
661,243,OXA-51_Bla,OXA-77,no,yes,Bla___OXA-77___AY949202___1-825___825,OXA-77,Bla,AY949202,1-825,825,carbapenem-hydrolyzing class D beta-lactamase OXA-77,Bla_Carb
662,243,OXA-51_Bla,OXA-78,no,yes,Bla___OXA-78___AY862132___1-825___825,OXA-78,Bla,AY862132,1-825,825,carbapenem-hydrolyzing class D beta-lactamase OXA-78,Bla_Carb
663,243,OXA-51_Bla,OXA-79,no,yes,Bla___OXA-79___EU019534___1-825___825,OXA-79,Bla,EU019534,1-825,825,carbapenem-hydrolyzing class D beta-lactamase OXA-79,Bla_Carb
664,243,OXA-51_Bla,OXA-80,no,yes,Bla___OXA-80___HQ637467___1233-2057___825,OXA-80,Bla,HQ637467,1233-2057,825,carbapenem-hydrolyzing class D beta-lactamase OXA-80,Bla_Carb
665,243,OXA-51_Bla,OXA-82,no,yes,Bla___OXA-82___GQ352402___8775-9599___825,OXA-82,Bla,GQ352402,8775-9599,825,carbapenem-hydrolyzing class D beta-lactamase OXA-82,Bla_Carb
666,243,OXA-51_Bla,OXA-83,no,yes,Bla___OXA-83___DQ309277___1-825___825,OXA-83,Bla,DQ309277,1-825,825,carbapenem-hydrolyzing class D beta-lactamase OXA-83,Bla_Carb
667,243,OXA-51_Bla,OXA-84,no,yes,Bla___OXA-84___DQ309276___1-825___825,OXA-84,Bla,DQ309276,1-825,825,carbapenem-hydrolyzing class D beta-lactamase OXA-84,Bla_Carb
668,243,OXA-51_Bla,OXA-86,no,yes,Bla___OXA-86___DQ149247___1-825___825,OXA-86,Bla,DQ149247,1-825,825,carbapenem-hydrolyzing class D beta-lactamase OXA-86,Bla_Carb
669,243,OXA-51_Bla,OXA-87,no,yes,Bla___OXA-87___DQ348075___1-825___825,OXA-87,Bla,DQ348075,1-825,825,carbapenem-hydrolyzing class D beta-lactamase OXA-87,Bla_Carb
670,243,OXA-51_Bla,OXA-88,no,yes,Bla___OXA-88___DQ392963___9-833___825,OXA-88,Bla,DQ392963,9-833,825,carbapenem-hydrolyzing class D beta-lactamase OXA-88,Bla_Carb
671,243,OXA-51_Bla,OXA-89,no,yes,Bla___OXA-89___DQ445683___1-825___825,OXA-89,Bla,DQ445683,1-825,825,carbapenem-hydrolyzing class D beta-lactamase OXA-89,Bla_Carb
672,243,OXA-51_Bla,OXA-90,no,yes,Bla___OXA-90___EU547443___1-825___825,OXA-90,Bla,EU547443,1-825,825,carbapenem-hydrolyzing class D beta-lactamase OXA-90,Bla_Carb
673,243,OXA-51_Bla,OXA-91,no,yes,Bla___OXA-91___DQ519086___1199-2023___825,OXA-91,Bla,DQ519086,1199-2023,825,carbapenem-hydrolyzing class D beta-lactamase OXA-91,Bla_Carb
674,243,OXA-51_Bla,OXA-92,no,yes,Bla___OXA-92___DQ335566___1-825___825,OXA-92,Bla,DQ335566,1-825,825,carbapenem-hydrolyzing class D beta-lactamase OXA-92,Bla_Carb
675,243,OXA-51_Bla,OXA-93,no,yes,Bla___OXA-93___DQ519087___39-863___825,OXA-93,Bla,DQ519087,39-863,825,carbapenem-hydrolyzing class D beta-lactamase OXA-93,Bla_Carb
676,243,OXA-51_Bla,OXA-94,no,yes,Bla___OXA-94___DQ519088___9-833___825,OXA-94,Bla,DQ519088,9-833,825,carbapenem-hydrolyzing class D beta-lactamase OXA-94,Bla_Carb
677,243,OXA-51_Bla,OXA-95,no,yes,Bla___OXA-95___DQ519089___9-833___825,OXA-95,Bla,DQ519089,9-833,825,carbapenem-hydrolyzing class D beta-lactamase OXA-95,Bla_Carb
678,243,OXA-51_Bla,OXA-98,no,yes,Bla___OXA-98___AM279652___1-825___825,OXA-98,Bla,AM279652,1-825,825,carbapenem-hydrolyzing class D beta-lactamase OXA-98,Bla_Carb
