clusterid,queryID,class,gene,allele,seqID,accession,positions,size,cluster_contains_multiple_genes,gene_found_in_multiple_clusters
377,VanZF-Pp__609,Gly,VanZF-Pp,VanZF-Pp,609,AF155139,4339-4959,621,no,no
378,VanX-Ac1__597,Gly,VanX-Ac1,VanX-Ac1,597,DQ246438,2221-2835,615,no,no
378,VanX-Ac2__598,Gly,VanX-Ac1,VanX-Ac2,598,AY618461,1756-2316,561,no,no
378,VanX-Ao1__599,Gly,VanX-Ac1,VanX-Ao1,599,AF060799,2604-3212,609,no,no
378,VanX-Ao2__600,Gly,VanX-Ac1,VanX-Ao2,600,HQ679900,2070-2678,609,no,no
379,CatB6__596,Phe,CatB6,CatB6,596,AJ223604,3727-4341,615,no,no
380,VanX-A__1189,Gly,VanX-M,VanX-A,1189,M97297,8016-8624,609,yes,yes
380,VanX-M__1188,Gly,VanX-M,VanX-M,1188,FJ349556,5894-6502,609,no,yes
380,VanX-Pt2__1190,Gly,VanX-M,VanX-Pt2,1190,AY926880,4769-5377,609,no,yes
381,VanX-B__1191,Gly,VanX-B,VanX-B,1191,AY655721,5891-6499,609,no,no
382,VanX-D__1192,Gly,VanX-D,VanX-D,1192,AY082011,6938-7546,609,no,no
383,VanX-Sc__1193,Gly,VanX-Sc,VanX-Sc,1193,AL939117,55404-56012,609,no,no
384,Aac2-Ib__1194,AGly,Aac2-Ib,Aac2-Ib,1194,U41471,265-852,588,no,no
385,Aac6-IIc__1195,AGly,Aac6-IIc,Aac6-IIc,1195,HM173356,2099-2680,582,no,no
386,VanXY-L__1196,Gly,VanXY-L,VanXY-L,1196,EU250284,1997-2578,582,no,no
387,VanXYc2-2__1197,Gly,VanXYc,VanXYc2-2,1197,EU151760,1078-1650,573,no,no
387,VanXYc3__1198,Gly,VanXYc,VanXYc3,1198,AY033764,1075-1647,573,no,no
387,VanXYc4__1199,Gly,VanXYc,VanXYc4,1199,EU151753,1078-1650,573,no,no
388,VanX-Yc__1200,Gly,VanX-Yc,VanX-Yc,1200,DQ022190,1233-1805,573,no,no
389,DfrA19__1202,Tmt,DfrA19,DfrA19,1202,AJ310778,7004-7573,570,no,no
390,Aac6-Iae__1628,AGly,Aac6-Iai-e,Aac6-Iae,1628,AB104852,1935-2486,552,no,no
390,Aac6-Iai__1629,AGly,Aac6-Iai-e,Aac6-Iai,1629,EU886977,544-1110,567,no,no
391,AacA43__1627,AGly,AacA43,AacA43,1627,HQ247816,639-1202,564,no,no
392,DfrA10__613,Tmt,DfrA10,DfrA10,613,NC_010410,3652397-3651834,564,no,no
393,DfrA23__612,Tmt,DfrA23,DfrA23,612,AJ746361,7303-6743,561,no,no
394,Aac6-Ia__620,AGly,Aac6-Ia,Aac6-Ia,620,M18967,757-1314,558,no,no
395,DfrA24__619,Tmt,DfrA24,DfrA24,619,AJ972619,83-640,558,no,no
396,Aac__618,AGly,Aac,Aac,618,AJ628983,1985-2539,555,no,no
397,Aac6-32__616,AGly,Aac6-32,Aac6-32,616,EF614235,2247-2801,555,no,no
397,Aac6-IIa__617,AGly,Aac6-32,Aac6-IIa,617,M29695,707-1261,555,no,no
398,Aac6-33__1667,AGly,Aac6-33,Aac6-33,1667,JN596280,1203-1757,555,no,no
398,Aac6-I30__1668,AGly,Aac6-33,Aac6-I30,1668,AY289608,1524-2078,555,no,no
399,Aac6-Iaf__1664,AGly,Aac6-Iaf,Aac6-Iaf,1664,AB462903,1200-1751,552,no,no
399,Aac6-IL__1665,AGly,Aac6-Iaf,Aac6-IL,1665,Z54241,530-1051,522,no,no
399,Aac6-Iq__1666,AGly,Aac6-Iaf,Aac6-Iq,1666,AF047556,127-678,552,no,no
400,DfrA26__593,Tmt,DfrA26,DfrA26,593,AM403715,303-854,552,no,no
401,Aac2-Ie__592,AGly,Aac2-Ie,Aac2-Ie,592,NC_011896,3039059-3039607,549,no,no
402,Aac6-Ii__591,AGly,Aac6-Ii,Aac6-Ii,591,L12710,169-717,549,no,no
403,FosC__590,Fcyn,FosC,FosC,590,Z33413,387-935,549,no,no
404,Aac2-Ic__589,AGly,Aac2-Ic,Aac2-Ic,589,U72714,373-918,546,no,no
405,Aac6-IIb__588,AGly,Aac6-IIb,Aac6-IIb,588,L06163,532-1074,543,no,no
406,Sat3__587,AGly,Sat3,Sat3,587,Z48231,221-763,543,no,no
407,Sat4A__586,AGly,Sat4A,Sat4A,586,X92945,38870-39412,543,no,no
408,Aac2-Ia__595,AGly,Aac2-Ia,Aac2-Ia,595,L06156,264-800,537,no,no
409,Aac6-Im__594,AGly,Aac6-Im,Aac6-Im,594,AF337947,1215-1751,537,no,no
410,Aac3-I__1083,AGly,Aac3-I,Aac3-I,1083,AJ877225,5757-5293,465,no,no
410,Aac3-I__1084,AGly,Aac3-I,Aac3-I,1084,X15852,1250-1783,534,no,no
411,AadB__1085,AGly,AadB,AadB,1085,X12618,314-847,534,no,no
412,DfrA9__1087,Tmt,DfrA9,DfrA9,1087,X57730,726-1259,534,no,no
413,Sat-2A__1088,AGly,Sat-2A,Sat-2A,1088,X51546,518-1042,525,no,no
414,Erm41__1077,MLS,Erm41,Erm41,1077,EU590124,258-779,522,no,no
415,DfrA20__1078,Tmt,DfrA20,DfrA20,1078,AJ605332,1304-1813,510,no,no
416,DfrA8__1079,Tmt,DfrA8,DfrA8,1079,U10186,711-1220,510,no,no
417,DfrD__1080,Tmt,Dfr,DfrD,1080,Z50141,82-582,501,no,no
417,DfrG__1081,Tmt,Dfr,DfrG,1081,AB205645,1013-1510,498,no,no
417,DfrK__1082,Tmt,Dfr,DfrK,1082,FM207105,2788-3279,492,no,no
418,DfrA22__1092,Tmt,DfrA,DfrA22,1092,HM173356,1497-1994,498,no,no
418,DfrA12__1089,Tmt,DfrA,DfrA12,1089,Z21672,310-807,498,no,no
418,DfrA13__1090,Tmt,DfrA,DfrA13,1090,Z50802,718-1215,498,no,no
418,DfrA21__1091,Tmt,DfrA,DfrA21,1091,AY552589,1-498,498,no,no
418,DfrA33__1093,Tmt,DfrA,DfrA33,1093,FM957884,88-585,498,no,no
419,LnuC__1094,MLS,LnuC,LnuC,1094,AY928180,1150-1644,495,no,no
420,LnuD__1572,MLS,LnuD,LnuD,1572,EF452177,19-513,495,no,no
421,DfrA3__1571,Tmt,DfrA3,DfrA3,1571,J03306,103-591,489,no,no
422,VanZ-A__1574,Gly,VanZ-A,VanZ-A,1574,M97297,10116-10601,486,no,no
423,LnuA__1573,MLS,LnuA,LnuA,1573,M14039,413-898,486,no,no
424,DfrC__1576,Tmt,DfrC,DfrC,1576,Z48233,337-822,486,no,no
425,VanZ-Pa__1575,Gly,VanZ-Pa2,VanZ-Pa,1575,DQ018711,7169-7648,480,no,no
426,DfrA3b__1578,Tmt,DfrA3b,DfrA3b,1578,AY162283,5616-6095,480,no,no
427,Aac3-Id__1577,AGly,Aac3-Id,Aac3-Id,1577,AB114632,104-580,477,no,no
428,Aac3-Ig__1570,AGly,Aac3-Ig,Aac3-Ig,1570,CP000282,2333620-2334096,477,no,no
429,AadC__1569,AGly,AadC,AadC,1569,V01282,701-225,477,no,no
430,DfrA1__319,Tmt,DfrA1,DfrA1,319,NC_010410,3677389-3676916,474,no,no
430,DfrA15__320,Tmt,DfrA1,DfrA15,320,JN108895,93-551,459,no,no
430,DfrA15b__321,Tmt,DfrA1,DfrA15b,321,AJ867237,177-650,474,no,no
431,DfrA14__322,Tmt,DfrA5,DfrA14,322,JX424423,121613-122086,474,no,no
431,DfrA30__323,Tmt,DfrA5,DfrA30,323,AM997279,705-1178,474,no,no
431,DfrA5__324,Tmt,DfrA5,DfrA5,324,X12868,1306-1779,474,no,no
432,DfrA16__315,Tmt,DfrA16,DfrA16,315,AF077008,115-588,474,no,no
433,DfrA32__317,Tmt,DfrA7,DfrA32,317,GU067642,535-1008,474,no,no
433,DfrA17__316,Tmt,DfrA7,DfrA17,316,KR091911,9884-9411,474,no,no
433,DfrA7__318,Tmt,DfrA7,DfrA7,318,X58425,594-1067,474,no,no
434,DfrA27__311,Tmt,DfrA27,DfrA27,311,JF806499,1220-747,474,no,no
434,DfrA28__312,Tmt,DfrA27,DfrA28,312,FM877476,116-589,474,no,no
435,DfrA31__313,Tmt,DfrA6,DfrA31,313,AB200915,1832-2305,474,no,no
435,DfrA6__314,Tmt,DfrA6,DfrA6,314,Z86002,336-809,474,no,no
436,DfrA29__309,Tmt,DfrA29,DfrA29,309,AM237806,615-1086,472,no,no
437,Aac3-Ic__310,AGly,Aac3-Ic,Aac3-Ic,310,AJ511268,1295-1765,471,no,no
438,Tet-34__307,Tet,Tet-34,Tet-34,307,AB061440,770-306,465,no,no
439,Aac6-Iz__308,AGly,Aac6-Iz,Aac6-Iz,308,AF140221,390-851,462,no,no
440,Aac3-Ih__279,AGly,Aac3-Ih,Aac3-Ih,279,CP000490,509912-510370,459,no,no
441,Aac3-Ii__278,AGly,Aac3-Ii,Aac3-Ii,278,CP000356,638720-638262,459,no,no
442,DfrA25__277,Tmt,DfrA25,DfrA25,277,DQ267940,54-512,459,no,no
443,Arr2__274,Rif,Arr,Arr2,274,NC_010410,3659974-3659522,453,no,no
443,Arr3__275,Rif,Arr,Arr3,275,JF806499,1353-1805,453,no,no
443,Arr6__276,Rif,Arr,Arr6,276,JF922883,1-453,453,no,no
444,Arr4__283,Rif,Arr4,Arr4,283,EF660562,1672-2124,453,no,no
444,Arr7__284,Rif,Arr4,Arr7,284,FN397623,1189-1641,453,no,no
445,Arr5__282,Rif,Arr5,Arr5,282,EF660563,393-845,453,no,no
446,Aac6-Id__281,AGly,Aac6-Id,Aac6-Id,281,X12618,905-1354,450,no,no
447,VanA-G__280,Gly,VanA-G,VanA-G,280,AY271782,157-606,450,no,no
448,Aac3-Ik__273,AGly,Aac3-Ik,Aac3-Ik,273,BX571856,765853-766296,444,no,no
449,Aac6-Ic__272,AGly,Aac6-Ic,Aac6-Ic,272,M94066,1554-1994,441,no,no
450,Aac6-Ih__752,AGly,Aac6-Ih,Aac6-Ih,752,L29044,352-792,441,no,no
450,Aac6-Is__753,AGly,Aac6-Ih,Aac6-Is,753,AF031327,1-441,441,no,no
450,Aac6-It__754,AGly,Aac6-Ih,Aac6-It,754,AF031328,1-441,441,no,no
450,Aac6-Iu__755,AGly,Aac6-Ih,Aac6-Iu,755,AF031329,1-441,441,no,no
450,Aac6-Iv__756,AGly,Aac6-Ih,Aac6-Iv,756,AF031330,1-441,441,no,no
451,Aac6-Ij__757,AGly,Aac6-Ij,Aac6-Ij,757,L29045,260-700,441,no,no
452,Aac6-Ir__758,AGly,Aac6-Ir,Aac6-Ir,758,AF031326,1-441,441,no,no
453,Aac6-Iw__759,AGly,Aac6-Iw,Aac6-Iw,759,AF031331,1-441,441,no,no
454,Aac6-Iaa__760,AGly,Aac6-Iaa,Aac6-Iaa,760,NC_003197,1707352-1707789,438,no,no
454,Aac6-Iy__761,AGly,Aac6-Iaa,Aac6-Iy,761,AF144880,3542-3979,438,no,no
455,Aac6-Ig__762,AGly,Aac6-Ig,Aac6-Ig,762,L09246,544-981,438,no,no
455,Aac6-Ik__763,AGly,Aac6-Ig,Aac6-Ik,763,L29510,369-806,438,no,no
456,Aac6-Iad__764,AGly,Aac6-Iad,Aac6-Iad,764,AB119105,1-435,435,no,no
457,Aac6-If__765,AGly,Aac6-If,Aac6-If,765,X55353,279-713,435,no,no
458,FosB__750,Fcyn,FosB,FosB,750,AHLO01000073,63139-63558,420,no,no
459,FosA__751,Fcyn,FosA,FosA,751,KR091911,182019-181603,417,no,no
460,Aac6__1238,AGly,Aac6,Aac6,1238,DQ302723,81-482,402,no,no
461,AacA29b__1237,AGly,AacA29b,AacA29b,1237,AY139599,768-1148,381,no,no
462,Tet-37__1240,Tet,Tet-37,Tet-37,1240,AF540889,1-327,327,no,no
463,TetU__1239,Tet,TetU,TetU,1239,U01917,413-730,318,no,no
464,DfrB1__1232,Tmt,DfrB,DfrB1,1232,JN676230,3086-3379,294,no,no
464,DfrB5__1233,Tmt,DfrB,DfrB5,1233,AY943084,2856-3092,237,no,no
464,DfrB6__1234,Tmt,DfrB,DfrB6,1234,DQ274503,394-630,237,no,no
464,DfrB8__1235,Tmt,DfrB,DfrB8,1235,GU295656,1048-1296,249,no,no
465,DfrB2__1230,Tmt,DfrB2,DfrB2,1230,AY139592,1709-1945,237,no,no
465,DfrB3__1231,Tmt,DfrB2,DfrB3,1231,GQ150744,123-359,237,no,no
466,DfrB4__1236,Tmt,DfrB4,DfrB4,1236,FM877484,148-384,237,no,no
487,Aph7__1795,AGly,Aph7,Aph7,1795,GG774704,686456-687373,918,no,no
309,RmtB2__1743,AGly,RmtB,RmtB2,1743,JN968578,1-756,756,no,no
251,Aph(3')-Ic__1728,AGly,Aph3''Ia,Aph(3')-Ic,1728,KP119857,914-1729,816,no,no
227,Aph(6)-Id__1726,AGly,StrB,Aph(6)-Id,1726,KP119857,3827-4663,837,no,no
470,PBP1a__1757,Bla,PBP1a,PBP1a,1757,JN645776,1-2160,2160,no,no
469,PBP1b__1756,Bla,PBP1b,PBP1b,1756,AF101781,1-2466,2466,no,no
82,ACC-5__97,Bla,ACC-1,ACC-5,97,HE819401,1-1161,1161,no,no
96,ACT-38__1146,Bla,ACT-MIR,ACT-38,1146,KP836350,1-1146,1146,no,no
257,NDM-9__1729,Bla,NDM-1,NDM-9,1729,KC999080,380-1192,813,no,no
257,NDM-10__1730,Bla,NDM-1,NDM-10,1730,KF361506,1-813,813,no,no
257,NDM-12__1731,Bla,NDM-1,NDM-12,1731,AB926431,511-1323,813,no,no
257,NDM-13__1732,Bla,NDM-1,NDM-13,1732,LC012596,3586-4398,813,no,no
257,NDM-15__1733,Bla,NDM-1,NDM-15,1733,KP735848,1-813,813,no,no
257,NDM-16__1734,Bla,NDM-1,NDM-16,1734,KP862821,1-813,813,no,no
91,MOX-8__101,Bla,CMY-MOX,MOX-8,101,JX173956,1-1152,1152,no,no
505,SLB-1__1823,Bla,SLB,SLB-1,1823,AY590118,1-750,750,no,no
507,SFB-1__1826,Bla,SFB,SFB-1,1826,AY590119,1-735,735,no,no
500,SMB-1__1818,Bla,SMB,SMB-1,1818,AB636283,1-843,843,no,no
479,SRT-1__1785,Bla,SRT-SST,SRT-1,1785,AB008454,154-1290,1137,no,no
504,SFH-1__1822,Bla,SFH,SFH-1,1822,NZ_AUZV01000091,3453-4220,768,no,no
143,PER-8__1158,Bla,PER-1,PER-8,1158,AB985401,5557-6483,927,no,no
184,KPC-16__1701,Bla,KPC-1,KPC-16,1701,KC465199,1-882,882,no,no
184,KPC-17__1702,Bla,KPC-1,KPC-17,1702,KC465200,1-882,882,no,no
184,KPC-19__1703,Bla,KPC-1,KPC-19,1703,KJ775801,1-882,882,no,no
184,KPC-22__1704,Bla,KPC-1,KPC-22,1704,KM379100,1-882,882,no,no
184,KPC-24__1705,Bla,KPC-1,KPC-24,1705,KR052099,5212-6093,882,no,no
318,IMP-49__1746,Bla,IMP-1,IMP-49,1746,KP681694,1-741,741,no,no
318,IMP-51__1747,Bla,IMP-1,IMP-51,1747,LC031883,5072-5812,741,no,no
318,IMP-52__1748,Bla,IMP-1,IMP-52,1748,LC055762,566-1306,741,no,no
187,IMI-4__1706,Bla,IMI,IMI-4,1706,KF958750,1-879,879,no,no
187,IMI-7__1707,Bla,IMI,IMI-7,1707,KM103296,1-879,879,no,no
187,IMI-8__1708,Bla,IMI,IMI-8,1708,KP081315,1-879,879,no,no
313,GIM-2__1744,Bla,GIM-1,GIM-2,1744,KM659858,402-1154,753,no,no
201,GES-24__1709,Bla,GES,GES-24,1709,AB901141,1-864,864,no,no
201,GES-26__1710,Bla,GES,GES-26,1710,KP096411,1-864,864,no,no
98,DHA-9__1153,Bla,DHA,DHA-9,1153,KJ207201,952-2091,1140,no,no
488,FRI-1__1796,Bla,FRI,FRI-1,1796,KT192551,3492-4376,885,no,no
488,FRI-2__1797,Bla,FRI,FRI-2,1797,LC178555,1-885,885,no,no
488,FRI-3__1798,Bla,FRI,FRI-3,1798,KY524440,1-885,885,no,no
498,VCC-1__1816,Bla,VCC,VCC-1,1816,NG_050316,101-955,855,no,no
482,BRO-1__1789,Bla,BRO,BRO-1,1789,Z54180,84-1028,945,no,no
482,BRO-2__1790,Bla,BRO,BRO-2,1790,Z54181,63-1007,945,no,no
96,CMH-1__1148,Bla,ACT-MIR,CMH-1,1148,JQ673557,1-1146,1146,no,no
490,CGA-1__1800,Bla,CGA,CGA-1,1800,AF339733,437-1315,879,no,no
491,CIA-1__1801,Bla,CIA,CIA-1,1801,AB639753,1-879,879,no,no
491,CIA-2__1802,Bla,CIA,CIA-2,1802,AB674566,1-879,879,no,no
491,CIA-3__1803,Bla,CIA,CIA-3,1803,AB674567,1-879,879,no,no
491,CIA-4__1804,Bla,CIA,CIA-4,1804,AB674568,1-879,879,no,no
484,SFC-1__1792,Bla,SFC,SFC-1,1792,AY354402,82-1011,930,no,no
501,FIM-1__1819,Bla,FIM,FIM-1,1819,JX570731,1937-2725,789,no,no
497,LAP-1__1814,Bla,LAP,LAP-1,1814,EF026092,1-858,858,no,no
497,LAP-2__1815,Bla,LAP,LAP-2,1815,EU159120,1-858,858,no,no
483,BKC-1__1791,Bla,BKC,BKC-1,1791,KP689347,8603-9544,942,no,no
496,POM-1__1813,Bla,POM,POM-1,1813,EU315252,972-1832,861,no,no
492,ORN1a__1805,Bla,ORN-PLA,ORN1a,1805,AY307386,209-1084,876,no,no
492,ORN1b__1806,Bla,ORN-PLA,ORN1b,1806,AY307387,170-1045,876,no,no
492,PLA1a__1807,Bla,ORN-PLA,PLA1a,1807,AY302757,187-1062,876,no,no
492,PLA2a__1808,Bla,ORN-PLA,PLA2a,1808,AY307385,162-1037,876,no,no
489,SPU-1__1799,Bla,SPU,SPU-1,1799,GQ919044,1-882,882,no,no
493,VHW-1__1809,Bla,VHW,VHW-1,1809,AF217648,133-1005,873,no,no
493,VHH-1__1810,Bla,VHW,VHH-1,1810,AF217649,134-985,852,no,no
479,SST-1__1786,Bla,SRT-SST,SST-1,1786,AB008455,152-1288,1137,no,no
96,AZECL-25__1152,Bla,ACT-MIR,AZECL-25,1152,KJ949106,1-1146,1146,no,no
494,CAU-1__1811,Bla,CAU,CAU-1,1811,AJ308331,1-870,870,no,no
315,CCR-A__1745,Bla,CfiA,CCR-A,1745,M63556,91-840,750,no,no
478,CEPH__1781,Bla,CEPH-AQU,CEPH,1781,AJ276030,2668-3816,1149,no,no
486,BCL-1__1794,Bla,BCL,BCL-1,1794,EF540343,3313-4236,924,no,no
485,BLA-1__1793,Bla,BLA,BLA-1,1793,AY453161,501-1430,930,no,no
499,FEZ-1__1817,Bla,FEZ,FEZ-1,1817,Y17896,1-849,849,no,no
471,MEC-C__1758,Bla,MEC,MEC-C,1758,HG515014,42996-44993,1998,no,no
481,THIN-B__1788,Bla,THIN,THIN-B,1788,AJ250876,37-987,951,no,no
205,TEM-205__1711,Bla,TEM-1D,TEM-205,1711,KC900516,1-858,858,no,no
205,TEM-206__1712,Bla,TEM-1D,TEM-206,1712,KC783461,1-861,861,no,no
205,TEM-207__1713,Bla,TEM-1D,TEM-207,1713,KC818234,1-861,861,no,no
205,TEM-208__1714,Bla,TEM-1D,TEM-208,1714,KC865667,184-1044,861,no,no
205,TEM-209__1715,Bla,TEM-1D,TEM-209,1715,KF240808,1-861,861,no,no
205,TEM-211__1716,Bla,TEM-1D,TEM-211,1716,KF513179,1-861,861,no,no
205,TEM-213__1717,Bla,TEM-1D,TEM-213,1717,KF663615,1-858,858,no,no
205,TEM-214__1718,Bla,TEM-1D,TEM-214,1718,KP050491,1-861,861,no,no
205,TEM-215__1719,Bla,TEM-1D,TEM-215,1719,KP050492,1-861,861,no,no
205,TEM-216__1720,Bla,TEM-1D,TEM-216,1720,KF944358,1-861,861,no,no
205,TEM-217__1721,Bla,TEM-1D,TEM-217,1721,HG934763,1-861,861,no,no
205,TEM-219__1722,Bla,TEM-1D,TEM-219,1722,KM114268,1-861,861,no,no
205,TEM-220__1723,Bla,TEM-1D,TEM-220,1723,KM998962,1-861,861,no,no
92,CMY-105__105,Bla,CMY,CMY-105,105,KJ207205,1040-2185,1146,no,no
92,CMY-106__125,Bla,CMY,CMY-106,125,KM983294,1051-2196,1146,no,no
92,CMY-108__167,Bla,CMY,CMY-108,167,KF564648,1-1146,1146,no,no
92,CMY-110__423,Bla,CMY,CMY-110,423,AB872957,1-1146,1146,no,no
92,CMY-111__507,Bla,CMY,CMY-111,507,KJ155695,1-1146,1146,no,no
92,CMY-112__508,Bla,CMY,CMY-112,508,KM087837,1-1146,1146,no,no
92,CMY-113__522,Bla,CMY,CMY-113,522,KM087836,1-1146,1146,no,no
92,CMY-114__564,Bla,CMY,CMY-114,564,KM087846,1-1146,1146,no,no
92,CMY-115__567,Bla,CMY,CMY-115,567,KM087839,1-1146,1146,no,no
92,CMY-116__749,Bla,CMY,CMY-116,749,KM087840,1-1146,1146,no,no
92,CMY-117__851,Bla,CMY,CMY-117,851,KM087844,1-1146,1146,no,no
92,CMY-118__865,Bla,CMY,CMY-118,865,KM087838,1-1146,1146,no,no
92,CMY-119__952,Bla,CMY,CMY-119,952,KM087845,1-1146,1146,no,no
92,CMY-131__1042,Bla,CMY,CMY-131,1042,KP281294,1-1146,1146,no,no
92,CMY-132__1072,Bla,CMY,CMY-132,1072,KP862820,1-1146,1146,no,no
92,CMY-133__1086,Bla,CMY,CMY-133,1086,KP862819,1-1146,1146,no,no
92,CMY-135__1129,Bla,CMY,CMY-135,1129,KP981366,1-1146,1146,no,no
182,SME-4__1699,Bla,SME-1,SME-4,1699,KF481967,1-885,885,no,no
182,SME-5__1700,Bla,SME-1,SME-5,1700,KJ188748,1-885,885,no,no
164,SHV-172__1201,Bla,SHV-OKP-LEN,SHV-172,1201,KF513177,1-861,861,no,no
164,SHV-173__1215,Bla,SHV-OKP-LEN,SHV-173,1215,KF513178,1-861,861,no,no
164,SHV-178__1349,Bla,SHV-OKP-LEN,SHV-178,1349,KF705209,1-861,861,no,no
164,SHV-179__1377,Bla,SHV-OKP-LEN,SHV-179,1377,KF705208,1-861,861,no,no
164,SHV-181__1382,Bla,SHV-OKP-LEN,SHV-181,1382,KP050488,1-861,861,no,no
164,SHV-182__1423,Bla,SHV-OKP-LEN,SHV-182,1423,KP050489,1-861,861,no,no
164,SHV-183__1447,Bla,SHV-OKP-LEN,SHV-183,1447,HG934764,1-864,864,no,no
164,SHV-185__1474,Bla,SHV-OKP-LEN,SHV-185,1474,KM233164,1-861,861,no,no
164,SHV-186__1487,Bla,SHV-OKP-LEN,SHV-186,1487,KM233165,1-861,861,no,no
164,SHV-187__1549,Bla,SHV-OKP-LEN,SHV-187,1549,LN515533,1-867,867,no,no
164,SHV-188__1557,Bla,SHV-OKP-LEN,SHV-188,1557,LN515534,1-873,873,no,no
164,SHV-189__1561,Bla,SHV-OKP-LEN,SHV-189,1561,KP050494,1-861,861,no,no
164,SHV-190__1604,Bla,SHV-OKP-LEN,SHV-190,1604,KP868753,1-861,861,no,no
164,SHV-191__1632,Bla,SHV-OKP-LEN,SHV-191,1632,KP868754,1-861,861,no,no
164,SHV-193__1689,Bla,SHV-OKP-LEN,SHV-193,1689,KR347170,1-861,861,no,no
502,OXA-61__1820,Bla,OXA-61,OXA-61,1820,AY587956,123-896,774,no,no
238,OXA-215__1727,Bla,OXA-214,OXA-215,1727,JN861783,1-828,828,no,no
503,OXA-372__1821,Bla,OXA-372,OXA-372,1821,KJ746496,1-774,774,no,no
477,ADC-25__1764,Bla,ADC,ADC-25,1764,EF016355,1-1152,1152,no,no
477,ADC-30__1765,Bla,ADC,ADC-30,1765,JF265068,955-2106,1152,no,no
477,ADC-56__1766,Bla,ADC,ADC-56,1766,JF265067,955-2106,1152,no,no
477,ADC-58__1767,Bla,ADC,ADC-58,1767,JQ319653,1-1152,1152,no,no
477,ADC-59__1768,Bla,ADC,ADC-59,1768,JQ319654,1-1152,1152,no,no
477,ADC-60__1769,Bla,ADC,ADC-60,1769,JQ692087,1-1152,1152,no,no
477,ADC-61__1770,Bla,ADC,ADC-61,1770,JQ753702,1-1152,1152,no,no
477,ADC-62__1771,Bla,ADC,ADC-62,1771,JQ867374,1-1152,1152,no,no
477,ADC-68__1772,Bla,ADC,ADC-68,1772,KC866352,1-1152,1152,no,no
477,ADC-67__1773,Bla,ADC,ADC-67,1773,JX169789,1-1152,1152,no,no
477,ADC-73__1774,Bla,ADC,ADC-73,1774,KP881233,1-1152,1152,no,no
477,ADC-74__1775,Bla,ADC,ADC-74,1775,KP881234,1-1152,1152,no,no
477,ADC-75__1776,Bla,ADC,ADC-75,1776,KP881235,1-1152,1152,no,no
477,ADC-76__1777,Bla,ADC,ADC-76,1777,KP881236,1-1152,1152,no,no
477,ADC-77__1778,Bla,ADC,ADC-77,1778,KP881237,54-1205,1152,no,no
477,ADC-78__1779,Bla,ADC,ADC-78,1779,KP881238,1-1152,1152,no,no
137,CARB-8__1157,Bla,CARB,CARB-8,1157,NG_035647,3623-4489,867,no,no
170,CARB-8_OU__1698,Bla,CARB-5,CARB-8_OU,1698,AY178993,575-1471,897,no,no
165,VEB-1a__1694,Bla,VEB-1,VEB-1a,1694,AF324833,1-900,900,no,no
165,VEB-1b__1695,Bla,VEB-1,VEB-1b,1695,AF324834,1-900,900,no,no
165,VEB-11__1696,Bla,VEB-1,VEB-11,1696,KP681692,1-900,900,no,no
165,VEB-12__1697,Bla,VEB-1,VEB-12,1697,KP681693,1-900,900,no,no
272,VIM-39__1737,Bla,VIM-1,VIM-39,1737,KF131539,1-801,801,no,no
272,VIM-42__1738,Bla,VIM-1,VIM-42,1738,KP071470,1-801,801,no,no
272,VIM-43__1739,Bla,VIM-1,VIM-43,1739,KP096412,1-801,801,no,no
272,VIM-44__1740,Bla,VIM-1,VIM-44,1740,KP681696,1-801,801,no,no
272,VIM-45__1741,Bla,VIM-1,VIM-45,1741,KP681695,1-801,801,no,no
272,VIM-46__1742,Bla,VIM-1,VIM-46,1742,KP749829,1-801,801,no,no
480,DES-1__1787,Bla,DES,DES-1,1787,AF426161,119-1093,975,no,no
164,LEN-26__1690,Bla,SHV-OKP-LEN,LEN-26,1690,JX124390,1-861,861,no,no
164,LEN-35__1691,Bla,SHV-OKP-LEN,LEN-35,1691,KR738737,1-861,861,no,no
164,LEN-36__1692,Bla,SHV-OKP-LEN,LEN-36,1692,KR738738,1-861,861,no,no
164,LEN-37__1693,Bla,SHV-OKP-LEN,LEN-37,1693,KR738739,1-861,861,no,no
478,AQU1__1782,Bla,CEPH-AQU,AQU1,1782,AB765395,1-1143,1143,no,no
478,AQU2__1783,Bla,CEPH-AQU,AQU2,1783,KF730243,1-1143,1143,no,no
478,AQU3__1784,Bla,CEPH-AQU,AQU3,1784,KF730244,1-1149,1149,no,no
495,Pam-1__1812,Bla,Pam,Pam-1,1812,AB858498,1-864,864,no,no
506,Tmb-1__1824,Bla,Tmb,Tmb-1,1824,FR771847,16-753,738,no,no
506,Tmb-2__1825,Bla,Tmb,Tmb-2,1825,AB758278,99-836,738,no,no
344,QnrB72__1749,Flq,QnrB,QnrB72,1749,KC741443,1-645,645,no,no
508,QnrVC1__1827,Flq,QnrVC1,QnrVC1,1827,JX861889,3123-3779,657,no,no
509,QnrVC5__1829,Flq,QnrVC5,QnrVC5,1829,NC_021292,1176-1832,657,no,no
509,QnrVC4__1830,Flq,QnrVC5,QnrVC4,1830,JX173954,1366-2022,657,no,no
508,QnrVC6__1828,Flq,QnrVC1,QnrVC6,1828,KC202804,3875-4531,657,no,no
509,QnrVC7__1831,Flq,QnrVC5,QnrVC7,1831,KM555152,1-657,657,no,no
513,FosA2__1735,Fcyn,FosA2,FosA2,1735,EU487198,217-642,426,no,no
