unique_ID,ResFinderDBname,gene,allele,accession,cluster90%,cluster_contains_multiple_genes,gene_found_in_multiple_clusters,final_gene
1841,blaIMP-11_1_AB074437,blaIMP,1,AB074437,425,no,yes,blaIMP
1842,blaIMP-21_1_AB204557,blaIMP,1,AB204557,425,no,yes,blaIMP
1857,erm(T)_4_AJ488494,erm(T),4,AJ488494,426,no,yes,erm(T)
1846,erm(C)_1_V01278,erm(C),1,V01278,427,no,no,erm(C)
1851,erm(C)_10_Y09002,erm(C),10,Y09002,427,no,no,erm(C)
1852,erm(C)_12_Y09003,erm(C),12,Y09003,427,no,no,erm(C)
1853,erm(C)_13_M13761,erm(C),13,M13761,427,no,no,erm(C)
1854,erm(C)_14_M12730,erm(C),14,M12730,427,no,no,erm(C)
1855,erm(C)_15_U82607,erm(C),15,U82607,427,no,no,erm(C)
1856,erm(C)_16_AF019140,erm(C),16,AF019140,427,no,no,erm(C)
1847,erm(C)_2_M19652,erm(C),2,M19652,427,no,no,erm(C)
1848,erm(C)_3_M17990,erm(C),3,M17990,427,no,no,erm(C)
1849,erm(C)_6_X82668,erm(C),6,X82668,427,no,no,erm(C)
1850,erm(C)_9_Y09001,erm(C),9,Y09001,427,no,no,erm(C)
1834,erm(G)_1_M15332,erm(G),1,M15332,428,no,no,erm(G)
1835,erm(G)_2_L42817,erm(G),2,L42817,428,no,no,erm(G)
1831,erm(T)_1_M64090,erm(T),1,M64090,429,no,yes,erm(T)
1832,erm(T)_2_AY894138,erm(T),2,AY894138,429,no,yes,erm(T)
1833,erm(T)_3_AF310974,erm(T),3,AF310974,429,no,yes,erm(T)
280,erm(Y)_1_AB014481,erm(Y),1,AB014481,430,no,no,erm(Y)
282,blaIND-11_1_HM245379,blaIND,1,HM245379,431,yes,yes,blaIND
283,blaIND-12_1_HM245380,blaIND,1,HM245380,431,yes,yes,blaIND
284,blaIND-13_1_HM245381,blaIND,1,HM245381,431,yes,yes,blaIND
285,blaIND-2_2_AF219127,blaIND,2,AF219127,431,yes,yes,blaIND
287,blaIND-2a_4_AF219130,blaIND-2a,4,AF219130,431,yes,no,blaIND
286,blaIND-2b_3_EF672681,blaIND-2b,3,EF672681,431,yes,no,blaIND
281,blaIND-2c_1_GU186042,blaIND-2c,1,GU186042,431,yes,no,blaIND
278,erm(A)_1_X03216,erm(A),1,X03216,432,no,yes,erm(A)
279,erm(A)_2_AF002716,erm(A),2,AF002716,433,no,yes,erm(A)
276,erm(33)_2_AJ579365,erm(33),2,AJ579365,434,no,no,erm(33)
277,blaIND-4_1_AF219135,blaIND,1,AF219135,435,no,yes,blaIND
274,blaCGB-1_1_EF672680,blaCGB,1,EF672680,436,no,no,blaCGB
275,blaKHM-1_1_AB364006,blaKHM,1,AB364006,437,no,no,blaKHM
270,blaIND-14_1_HM367709,blaIND,1,HM367709,438,no,yes,blaIND
271,blaIND-3_1_AF219131,blaIND,1,AF219131,438,no,yes,blaIND
269,blaIND-7_1_GU186043,blaIND,1,GU186043,438,no,yes,blaIND
273,blaIND-10_1_GU206353,blaIND,1,GU206353,439,no,yes,blaIND
272,blaIND-8_1_GU186044,blaIND,1,GU186044,439,no,yes,blaIND
212,blaIND-9_1_GU186045,blaIND,1,GU186045,440,no,yes,blaIND
211,blaIND-1_1_AF099139,blaIND,1,AF099139,441,no,yes,blaIND
210,blaIND-5_1_AY504627,blaIND,1,AY504627,442,no,yes,blaIND
209,blaIND-6_1_AM087455,blaIND,1,AM087455,443,no,yes,blaIND
217,tet(39)_2_EU495989,tet(39),2,EU495989,444,no,no,tet(39)
216,tet(39)_2_EU495991,tet(39),2,EU495991,444,no,no,tet(39)
218,tet(39)_3_DQ195075,tet(39),3,DQ195075,444,no,no,tet(39)
215,blaEBR-1_1_AF416700,blaEBR,1,AF416700,445,no,no,blaEBR
214,VanR-G_1_AY271782,VanR-G,1,AY271782,446,no,no,VanR-G
213,VanS-D_2_AF175293,VanS-D,2,AF175293,447,no,yes,VanS-D
208,VanY-M_1_FJ349556,VanY-M,1,FJ349556,448,no,no,VanY-M
206,VanR-D_1_AB242319,VanR-D,1,AB242319,449,no,yes,VanR-D
207,VanR-D_3_AY082011,VanR-D,3,AY082011,449,no,yes,VanR-D
1008,VanR-D_2_AF175293,VanR-D,2,AF175293,450,no,yes,VanR-D
1009,VanR-D_4_AY489045,VanR-D,4,AY489045,450,no,yes,VanR-D
1010,VanR-M_1_FJ349556,VanR-M,1,FJ349556,451,no,no,VanR-M
1011,VanR-A_1_FJ866609,VanR-A,1,FJ866609,452,yes,no,VanR
1012,VanR-A_2_M97297,VanR-A,2,M97297,452,yes,no,VanR
1013,VanR-Pt2_4_AY926880,VanR-Pt,4,AY926880,452,yes,yes,VanR
1014,VanR-C_1_AF162694,VanR-C,1,AF162694,453,no,yes,VanR-C
1015,VanR-C_2_DQ022190,VanR-C,2,DQ022190,453,no,yes,VanR-C
1016,VanR-C_3_EU151752,VanR-C,3,EU151752,454,no,yes,VanR-C
1017,VanR-C_4_EU151753,VanR-C,4,EU151753,454,no,yes,VanR-C
1018,VanR-F_1_AF155139,VanR-F,1,AF155139,455,no,no,VanR-F
1019,VanR-L_1_EU250284,VanR-L,1,EU250284,456,no,no,VanR-L
1020,VanR-Pt_3_DQ018710,VanR-Pt,3,DQ018710,457,no,yes,VanR-Pt
1021,VanR-Pt_5_DQ018711,VanR-Pt,5,DQ018711,457,no,yes,VanR-Pt
974,cat_4_AY238971,cat,4,AY238971,458,no,yes,cat
975,Qnr-B1_1_EF682133,Qnr-B,1,EF682133,459,no,yes,Qnr-B
976,Qnr-B1_2_DQ351241,Qnr-B,2,DQ351241,459,no,yes,Qnr-B
984,Qnr-B11_1_EU136183,Qnr-B,1,EU136183,459,no,yes,Qnr-B
985,Qnr-B13_1_EU273755,Qnr-B,1,EU273755,459,no,yes,Qnr-B
986,Qnr-B13_1_JN173050,Qnr-B,1,JN173050,459,no,yes,Qnr-B
987,Qnr-B13_2_EU273756,Qnr-B,2,EU273756,459,no,yes,Qnr-B
988,Qnr-B14_1_EU273757,Qnr-B,1,EU273757,459,no,yes,Qnr-B
989,Qnr-B15_1_EU302865,Qnr-B,1,EU302865,459,no,yes,Qnr-B
990,Qnr-B17_1_JN173051,Qnr-B,1,JN173051,459,no,yes,Qnr-B
992,Qnr-B17_2_AM919398,Qnr-B,2,AM919398,459,no,yes,Qnr-B
991,Qnr-B18_1_AM919399,Qnr-B,1,AM919399,459,no,yes,Qnr-B
977,Qnr-B2_1_HM125698,Qnr-B,1,HM125698,459,no,yes,Qnr-B
978,Qnr-B2_2_DQ351242,Qnr-B,2,DQ351242,459,no,yes,Qnr-B
993,Qnr-B20_1_AB379831,Qnr-B,1,AB379831,459,no,yes,Qnr-B
994,Qnr-B23_1_FJ981622,Qnr-B,1,FJ981622,459,no,yes,Qnr-B
995,Qnr-B24_1_HM192542,Qnr-B,1,HM192542,459,no,yes,Qnr-B
996,Qnr-B29_1_HM439649,Qnr-B,1,HM439649,459,no,yes,Qnr-B
997,Qnr-B29_2_JN173053,Qnr-B,2,JN173053,459,no,yes,Qnr-B
979,Qnr-B3_1_DQ303920,Qnr-B,1,DQ303920,459,no,yes,Qnr-B
998,Qnr-B30_1_HM439650,Qnr-B,1,HM439650,459,no,yes,Qnr-B
999,Qnr-B32_2_JN173054,Qnr-B,2,JN173054,459,no,yes,Qnr-B
1000,Qnr-B41_1_JN166690,Qnr-B,1,JN166690,459,no,yes,Qnr-B
980,Qnr-B6_1_EF520349,Qnr-B,1,EF520349,459,no,yes,Qnr-B
981,Qnr-B6_2_EF517946,Qnr-B,2,EF517946,459,no,yes,Qnr-B
982,Qnr-B6_3_EF523819,Qnr-B,3,EF523819,459,no,yes,Qnr-B
983,Qnr-B7_1_EU043311,Qnr-B,1,EU043311,459,no,yes,Qnr-B
1606,Qnr-B10_1_DQ631414,Qnr-B,1,DQ631414,460,no,yes,Qnr-B
1607,Qnr-B10_8_HM439644,Qnr-B,8,HM439644,460,no,yes,Qnr-B
1609,Qnr-B19_1_EU432277,Qnr-B,1,EU432277,460,no,yes,Qnr-B
1608,Qnr-B19_1_HM146784,Qnr-B,1,HM146784,460,no,yes,Qnr-B
1610,Qnr-B26_1_HM439644,Qnr-B,1,HM439644,460,no,yes,Qnr-B
1611,Qnr-B36_1_JN173058,Qnr-B,1,JN173058,460,no,yes,Qnr-B
1612,Qnr-B40_1_JN166689,Qnr-B,1,JN166689,460,no,yes,Qnr-B
1605,Qnr-B5_1_DQ303919,Qnr-B,1,DQ303919,460,no,yes,Qnr-B
1603,Qnr-B31_1_HQ418999,Qnr-B,1,HQ418999,461,no,yes,Qnr-B
1604,Qnr-B32_1_HQ704413,Qnr-B,1,HQ704413,461,no,yes,Qnr-B
1614,VanX-E_1_AF155139,VanX-E,1,AF155139,462,yes,no,VanX-E
1615,VanXE-Pp_2_AF155139,VanXE-Pp,2,AF155139,462,yes,no,VanX-E
1613,vat(F)_1_AF170730,vat(F),1,AF170730,463,no,no,vat(F)
1600,Qnr-C_1_EU917444,Qnr-C,1,EU917444,464,no,no,Qnr-C
1599,cat86_1_K00544,cat,1,K00544,465,no,yes,cat
1602,VanR-B_1_AF192329,VanR-B,1,AF192329,466,no,no,VanR-B
1601,npmA_1_AB261016,npmA,1,AB261016,467,no,no,npmA
1596,vat(A)_1_L07778,vat(A),1,L07778,468,no,no,vat(A)
1595,catB_1_M93113,catB,1,M93113,469,no,yes,cat
1995,catA1_1_V00622,catA,1,V00622,470,no,yes,cat
1996,catQ_1_M55620,catQ,1,M55620,471,no,no,cat
1988,Qnr-A1_1_AY070235,Qnr-A,1,AY070235,472,no,yes,Qnr-A
1989,Qnr-A3_1_DQ058661,Qnr-A,1,DQ058661,472,no,yes,Qnr-A
1990,Qnr-A4_1_DQ058662,Qnr-A,1,DQ058662,472,no,yes,Qnr-A
1991,Qnr-A5_1_DQ058663,Qnr-A,1,DQ058663,472,no,yes,Qnr-A
1992,Qnr-A6_1_DQ151889,Qnr-A,1,DQ151889,472,no,yes,Qnr-A
1993,Qnr-A7_1_GQ463707,Qnr-A,1,GQ463707,472,no,yes,Qnr-A
1994,Qnr-A2_1_HQ449669,Qnr-A,1,HQ449669,473,no,yes,Qnr-A
2000,Qnr-AS_1_FM178379,Qnr-AS,1,FM178379,474,no,no,Qnr-AS
2001,Qnr-S1_1_AB187515,Qnr-S,1,AB187515,475,no,yes,Qnr-S
2002,Qnr-S1_1_GQ336885,Qnr-S,1,GQ336885,475,no,yes,Qnr-S
2003,Qnr-S3_1_EU077611,Qnr-S,1,EU077611,475,no,yes,Qnr-S
2004,Qnr-S4_1_FJ418153,Qnr-S,1,FJ418153,475,no,yes,Qnr-S
2005,Qnr-S5_1_HQ631377,Qnr-S,1,HQ631377,475,no,yes,Qnr-S
1997,Qnr-S2_1_JF261185,Qnr-S,1,JF261185,476,no,yes,Qnr-S
1998,Qnr-S2_2_DQ485530,Qnr-S,2,DQ485530,476,no,yes,Qnr-S
1999,blaRAHN-2_1_GU584932,blaRAHN,1,GU584932,477,no,yes,blaRAHN
2006,blaRAHN-1_2_GU584930,blaRAHN,2,GU584930,478,no,yes,blaRAHN
2007,blaRAHN-1_3_GU584928,blaRAHN,3,GU584928,478,no,yes,blaRAHN
2008,cat_1_M11587,cat,1,M11587,479,no,yes,cat
1987,cat_3_S48276,cat,3,S48276,480,no,yes,cat
1986,cat(pC194)_1_NC_002013,cat(pC194),1,2013,481,no,no,cat
1985,cat_5_U35036,cat,5,U35036,482,no,yes,cat
1984,cat(pC221)_1_X02529,cat(pC221),1,X02529,483,no,no,cat
1983,cat(pC233)_1_AY355285,cat(pC233),1,AY355285,484,no,no,cat
1981,Qnr-B22_1_FJ981621,Qnr-B,1,FJ981621,485,no,yes,Qnr-B
1979,Qnr-B4_1_DQ303921,Qnr-B,1,DQ303921,485,no,yes,Qnr-B
1980,Qnr-B4_2_HM125703,Qnr-B,2,HM125703,485,no,yes,Qnr-B
1982,Qnr-B4_3_EF543140,Qnr-B,3,EF543140,485,no,yes,Qnr-B
1976,Qnr-B12_2_AM774474,Qnr-B,2,AM774474,486,no,yes,Qnr-B
1977,Qnr-B34_1_JN173056,Qnr-B,1,JN173056,486,no,yes,Qnr-B
1978,Qnr-B37_1_JN173059,Qnr-B,1,JN173059,486,no,yes,Qnr-B
1975,Qnr-B9_1_EF653270,Qnr-B,1,EF653270,486,no,yes,Qnr-B
1973,vat(E)_10_AY043212,vat(E),10,AY043212,487,no,no,vat(E)
1974,vat(E)_11_AY043213,vat(E),11,AY043213,487,no,no,vat(E)
1967,vat(E)_3_AF153312,vat(E),3,AF153312,487,no,no,vat(E)
1968,vat(E)_5_AJ488494,vat(E),5,AJ488494,487,no,no,vat(E)
1969,vat(E)_6_AF242872,vat(E),6,AF242872,487,no,no,vat(E)
1970,vat(E)_7_AY043211,vat(E),7,AY043211,487,no,no,vat(E)
1971,vat(E)_8_AY043209,vat(E),8,AY043209,487,no,no,vat(E)
1972,vat(E)_9_AY043210,vat(E),9,AY043210,487,no,no,vat(E)
1963,Qnr-B21_1_FJ611948,Qnr-B,1,FJ611948,488,no,yes,Qnr-B
1964,Qnr-B25_1_HQ172108,Qnr-B,1,HQ172108,488,no,yes,Qnr-B
1965,Qnr-B35_1_JN173057,Qnr-B,1,JN173057,488,no,yes,Qnr-B
1966,Qnr-B38_1_JN173060,Qnr-B,1,JN173060,488,no,yes,Qnr-B
1962,Qnr-B8_1_EU043312,Qnr-B,1,EU043312,488,no,yes,Qnr-B
1958,Qnr-B27_1_HM439641,Qnr-B,1,HM439641,489,no,yes,Qnr-B
1959,Qnr-B27_2_HM439642,Qnr-B,2,HM439642,489,no,yes,Qnr-B
1960,Qnr-B28_1_HM439643,Qnr-B,1,HM439643,489,no,yes,Qnr-B
1961,Qnr-B33_1_JN173055,Qnr-B,1,JN173055,489,no,yes,Qnr-B
737,Qnr-D_1_FJ228229,Qnr-D,1,FJ228229,490,no,no,Qnr-D
738,Qnr-D_2_HM056768,Qnr-D,2,HM056768,490,no,no,Qnr-D
739,fusB_1_AM292600,fusB,1,AM292600,491,no,no,fusB
740,fusB_2_JF808725,fusB,2,JF808725,491,no,no,fusB
741,fusB_3_JF777505,fusB,3,JF777505,491,no,no,fusB
742,catA3_1_X07848,catA,1,X07848,492,no,yes,cat
743,catA2_1_X53796,catA,1,X53796,493,no,yes,cat
731,vat(B)_1_U19459,vat(B),1,U19459,494,no,no,vat(B)
732,vat(C)_1_AF015628,vat(C),1,AF015628,495,no,no,vat(C)
1325,catB7_1_AF036933,catB,1,AF036933,496,no,yes,cat
1326,blaL1_1_AB194308,blaL,1,AB194308,497,no,yes,blaL
1327,blaL1_2_AB194304,blaL,2,AB194304,497,no,yes,blaL
1304,blaL1_6_AB194306,blaL,6,AB194306,498,no,yes,blaL
1307,aac(2')-Id_1_U72743,aac(2')-Id,1,U72743,499,no,no,aac(2')-Id
1583,catB2_1_AF047479,catB,1,AF047479,500,no,yes,cat
1584,catB3_1_AJ009818,catB,1,AJ009818,501,no,yes,cat
1580,catB10_1_AJ878850,catB,1,AJ878850,502,no,yes,cat
1581,vat(D)_1_L12033,vat(D),1,L12033,503,no,no,vat(D)
1582,vat(D)_2_AF368302,vat(D),2,AF368302,503,no,no,vat(D)
1578,catB1_1_M58472,catB,1,M58472,504,no,yes,cat
1579,catB9_1_AF462019,catB,1,AF462019,505,no,yes,cat
1576,cat_2_M35190,cat,2,M35190,506,no,yes,cat
1577,catP_1_U15027,catP,1,U15027,507,no,no,cat
1572,VanZ-F_1_AF155139,VanZ-F,1,AF155139,508,yes,no,VanZ-F
1573,VanZF-Pp_2_AF155139,VanZF-Pp,2,AF155139,508,yes,no,VanZ-F
1574,VanX-Ac1_6_DQ246438,VanX-Ac,6,DQ246438,509,no,no,VanX-Ac
1575,VanX-Ac2_7_AY618461,VanX-Ac,7,AY618461,509,no,no,VanX-Ac
962,VanX-A_1_FJ866609,VanX-A,1,FJ866609,510,no,no,VanX-A
963,VanX-A_2_M97297,VanX-A,2,M97297,510,no,no,VanX-A
961,VanX-B_1_AF192329,VanX-B,1,AF192329,511,no,no,VanX-B
966,VanX-D_1_AB242319,VanX-D,1,AB242319,512,no,yes,VanX-D
967,VanX-D_3_AY082011,VanX-D,3,AY082011,512,no,yes,VanX-D
964,VanX-D_2_AF175293,VanX-D,2,AF175293,513,no,yes,VanX-D
965,VanX-D_4_AY489045,VanX-D,4,AY489045,513,no,yes,VanX-D
969,VanX-M_1_FJ349556,VanX-M,1,FJ349556,514,no,no,VanX-M
968,VanX-Sc_1_AL939117,VanX-Sc,1,AL939117,515,no,no,VanX-Sc
972,VanX-Pt_3_DQ018710,VanX-Pt,3,DQ018710,516,no,yes,VanX-Pt
973,VanX-Pt2_4_AY926880,VanX-Pt,4,AY926880,516,no,yes,VanX-Pt
970,VanX-Ao1_8_AF060799,VanX-Ao,8,AF060799,517,no,no,VanX-Ao
971,VanX-Ao2_9_HQ679900,VanX-Ao,9,HQ679900,517,no,no,VanX-Ao
960,dfrA16_1_AF077008,dfrA,1,AF077008,518,no,yes,dfrA
958,dfrA16_1_DQ316603,dfrA,1,DQ316603,518,no,yes,dfrA
959,dfrA16_1_FN561628,dfrA,1,FN561628,518,no,yes,dfrA
957,erm(A)_3_EU348758,erm(A),3,EU348758,519,no,yes,erm(A)
195,aac(2')-Ib_1_U41471,aac(2')-Ib,1,U41471,520,no,no,aac(2')-Ib
196,VanX-Pt_5_DQ018711,VanX-Pt,5,DQ018711,521,no,yes,VanX-Pt
197,aac(6')-IIc_1_AF162771,aac(6')-IIc,1,AF162771,522,no,no,aac(6')-IIc
198,fosA_13_EU487198,fosA,13,EU487198,523,no,yes,fosA
199,fosA_15_CP002889,fosA,15,CP002889,523,no,yes,fosA
189,VanXY-L_1_EU250284,VanXY-L,1,EU250284,524,no,no,VanXY-L
190,VanXY-C_1_AF162694,VanXY-C,1,AF162694,525,no,yes,VanXY-C
191,VanXY-C_2_DQ022190,VanXY-C,2,DQ022190,525,no,yes,VanXY-C
192,VanXY-C_3_EU151752,VanXY-C,3,EU151752,526,no,yes,VanXY-C
193,VanXY-C_4_EU151753,VanXY-C,4,EU151753,526,no,yes,VanXY-C
194,VanXY-C_5_EU151754,VanXY-C,5,EU151754,527,no,yes,VanXY-C
201,dfrA7_1_AJ419170,dfrA,1,AJ419170,528,no,yes,dfrA
203,dfrA7_1_JF806498,dfrA,1,JF806498,528,no,yes,dfrA
202,dfrA7_2_X58425,dfrA,2,X58425,528,no,yes,dfrA
204,dfrA7_3_HM999792,dfrA,3,HM999792,528,no,yes,dfrA
205,dfrA18_1_AJ310778,dfrA,1,AJ310778,529,no,yes,dfrA
1810,aac(6')-Iai_1_EU886977,aac(6')-Iai,1,EU886977,530,no,no,aac(6')-Iai
1809,aacA43_1_HQ247816,aacA,1,HQ247816,531,no,yes,aacA
1808,str_3_AM932524,str,3,AM932524,532,no,yes,str
1807,dfrA10_1_L06418,dfrA,1,L06418,533,no,yes,dfrA
1836,dfrA23_1_AJ746361,dfrA,1,AJ746361,534,no,yes,dfrA
1805,aac(6')-Ia_1_M18967,aac(6')-Ia,1,M18967,535,no,no,aac(6')-Ia
1804,dfrA24_1_AJ972619,dfrA,1,AJ972619,536,no,yes,dfrA
1803,aac_1_AJ628983,aac,1,AJ628983,537,no,no,aac
1812,aac(6')_3_EU912537,aac(6'),3,EU912537,538,no,yes,aac(6')
1811,aac(6')-I30_1_AY289608,aac(6')-I,1,AY289608,539,no,no,aac(6')-I
1239,aac(6')-32_1_EF614235,aac(6'),1,EF614235,540,no,yes,aac(6')
1240,aac(6')-33_1_GQ337064,aac(6'),1,GQ337064,541,no,yes,aac(6')
1237,aac(6')-IIa_1_M29695,aac(6')-IIa,1,M29695,542,no,no,aac(6')-IIa
1238,aac(6')-Iq_1_AF047556,aac(6')-Iq,1,AF047556,543,no,no,aac(6')-Iq
1243,aac(6')-Iae_1_AB104852,aac(6')-Iae,1,AB104852,544,no,no,aac(6')-Iae
1244,aac(6')-Iaf_1_AB462903,aac(6')-Iaf,1,AB462903,545,no,no,aac(6')-Iaf
1241,dfrA26_1_AM403715,dfrA,1,AM403715,546,no,yes,dfrA
1242,aac(2')-Ie_1_NC_011896,aac(2')-Ie,1,11896,547,no,no,aac(2')-Ie
1255,aac(6')-Ii_1_L12710,aac(6')-Ii,1,L12710,548,no,no,aac(6')-Ii
1256,fosC_2_Z33413,fosC,2,Z33413,549,no,yes,fosC
397,blaZ_17_DQ016051,blaZ,17,DQ016051,550,no,yes,blaZ
398,blaZ_18_DQ016050,blaZ,18,DQ016050,550,no,yes,blaZ
399,blaZ_19_DQ016049,blaZ,19,DQ016049,550,no,yes,blaZ
400,blaZ_20_DQ016048,blaZ,20,DQ016048,550,no,yes,blaZ
401,blaZ_22_DQ016046,blaZ,22,DQ016046,550,no,yes,blaZ
402,blaZ_23_DQ016045,blaZ,23,DQ016045,550,no,yes,blaZ
403,blaZ_25_DQ016043,blaZ,25,DQ016043,550,no,yes,blaZ
404,blaZ_26_DQ016042,blaZ,26,DQ016042,550,no,yes,blaZ
405,blaZ_27_DQ016041,blaZ,27,DQ016041,550,no,yes,blaZ
394,blaZ_3_DQ016065,blaZ,3,DQ016065,550,no,yes,blaZ
395,blaZ_4_DQ016064,blaZ,4,DQ016064,550,no,yes,blaZ
396,blaZ_5_DQ016063,blaZ,5,DQ016063,550,no,yes,blaZ
393,aac(2')-Ic_1_U72714,aac(2')-Ic,1,U72714,551,no,no,aac(2')-Ic
413,aac(6')-IIb_1_L06163,aac(6')-IIb,1,L06163,552,no,no,aac(6')-IIb
406,ARR-2_1_HQ141279,ARR,1,HQ141279,553,no,yes,ARR
407,ARR-2_2_AF078527,ARR,2,AF078527,553,no,yes,ARR
408,ARR-3_1_JF806499,ARR,1,JF806499,553,no,yes,ARR
409,ARR-3_2_FJ459817,ARR,2,FJ459817,553,no,yes,ARR
410,ARR-3_3_AJ277027,ARR,3,AJ277027,553,no,yes,ARR
411,ARR-3_4_FM207631,ARR,4,FM207631,553,no,yes,ARR
412,ARR-6_3_JF922883,ARR,3,JF922883,553,no,yes,ARR
390,aac(2')-Ia_1_L06156,aac(2')-Ia,1,L06156,554,no,no,aac(2')-Ia
389,aac(6')-Im_1_AF337947,aac(6')-Im,1,AF337947,555,no,no,aac(6')-Im
392,blaIMP-4_1_GQ221782,blaIMP,1,GQ221782,556,no,yes,blaIMP
391,aac(3)-Ia_1_X15852,aac(3)-Ia,1,X15852,557,no,no,aac(3)-Ia
387,aadB_1_JN119852,aadB,1,JN119852,558,yes,no,FALSE
388,ant(2'')-Ia_1_X04555,ant(2'')-Ia,1,X04555,558,yes,no,FALSE
386,dfrA9_1_X57730,dfrA,1,X57730,559,no,yes,dfrA
1875,aac(3)-Ib_1_L06157,aac(3)-Ib,1,L06157,560,no,no,aac(3)-Ib
1876,aac(6')-Il_1_Z54241,aac(6')-Il,1,Z54241,561,no,no,aac(6')-Il
1877,fosA_12_AY692231,fosA,12,AY692231,562,no,yes,fosA
1878,aac(6')-31_1_AJ640197,aac(6'),1,AJ640197,563,no,yes,aac(6')
1879,dfrA20_1_AJ605332,dfrA,1,AJ605332,564,no,yes,dfrA
1880,dfrA8_1_U10186,dfrA,1,U10186,565,no,yes,dfrA
1881,dfrD_1_Z50141,dfrD,1,Z50141,566,no,no,dfrD
1882,dfrA12_1_AB571791,dfrA,1,AB571791,567,no,yes,dfrA
1870,dfrA22_1_HM173356,dfrA,1,HM173356,568,no,yes,dfrA
1871,dfrA33_1_FM957884,dfrA,1,FM957884,568,no,yes,dfrA
1873,dfrA13_1_Z50802,dfrA,1,Z50802,569,no,yes,dfrA
1872,dfrA21_1_AM932669,dfrA,1,AM932669,569,no,yes,dfrA
1874,dfrA21_1_AY552589,dfrA,1,AY552589,569,no,yes,dfrA
1380,dfrG_1_AB205645,dfrG,1,AB205645,570,no,no,dfrG
1379,lnu(C)_1_AY928180,lnu(C),1,AY928180,571,no,no,lnu(C)
1378,lnu(D)_1_EF452177,lnu(D),1,EF452177,572,no,no,lnu(D)
1377,catS_1_X74948,catS,1,X74948,573,no,no,cat
1385,dfrK_1_FN377602,dfrK,1,FN377602,574,no,no,dfrK
1386,dfrK_4_FN677369,dfrK,4,FN677369,574,no,no,dfrK
1387,dfrK_8_FN812951,dfrK,8,FN812951,574,no,no,dfrK
1384,dfrA3_1_J03306,dfrA,1,J03306,575,no,yes,dfrA
1383,lnu(A)_1_M14039,lnu(A),1,M14039,576,no,no,lnu(A)
1381,dfrC_1_GU565967,dfrC,1,GU565967,577,no,no,dfrC
1382,dfrC_1_Z48233,dfrC,1,Z48233,577,no,no,dfrC
1374,VanZ-A_1_FJ866609,VanZ-A,1,FJ866609,578,no,no,VanZ-A
1375,VanZ-A_2_M97297,VanZ-A,2,M97297,578,no,no,VanZ-A
1372,dfrA14_1_DQ388123,dfrA,1,DQ388123,579,no,yes,dfrA
1373,dfrA14_1_Z50805,dfrA,1,Z50805,579,no,yes,dfrA
897,dfrA3b_1_AY878717,dfrA3b,1,AY878717,580,no,no,dfrA3b
898,VanZ-Pt_4_DQ018711,VanZ-Pt,4,DQ018711,581,no,yes,VanZ-Pt
895,aac(3)-Id_1_AB114632,aac(3)-Id,1,AB114632,582,no,no,aac(3)-Id
896,aac(3)-Ig_1_CP000282,aac(3)-Ig,1,CP000282,583,no,no,aac(3)-Ig
892,aadC_1_V01282,aadC,1,V01282,584,no,no,aadC
893,dfrA27_1_FJ459817,dfrA,1,FJ459817,585,no,yes,dfrA
894,dfrA28_2_FM877476,dfrA,2,FM877476,585,no,yes,dfrA
890,dfrA31_1_AB200915,dfrA,1,AB200915,586,no,yes,dfrA
891,dfrA30_1_AM997279,dfrA,1,AM997279,587,no,yes,dfrA
899,dfrA15_1_HM449019,dfrA,1,HM449019,588,yes,yes,dfrA
901,dfrA15_1_Z83311,dfrA,1,Z83311,588,yes,yes,dfrA
900,dfrA15b_1_AJ867237,dfrA15b,1,AJ867237,588,yes,no,dfrA
902,dfrA17_1_FJ460238,dfrA,1,FJ460238,589,no,yes,dfrA
137,dfrA1_1_X00926,dfrA,1,X00926,590,no,yes,dfrA
135,dfrA1_2_AJ419168,dfrA,2,AJ419168,590,no,yes,dfrA
133,dfrA1_25_AJ844287,dfrA,25,AJ844287,590,no,yes,dfrA
134,dfrA1_30_JQ690541,dfrA,30,JQ690541,590,no,yes,dfrA
136,dfrA1_5_AJ238350,dfrA,5,AJ238350,590,no,yes,dfrA
132,dfrA6_1_Z86002,dfrA,1,Z86002,591,no,yes,dfrA
139,dfrA5_1_X12868,dfrA,1,X12868,592,no,yes,dfrA
138,dfrA32_1_GU067642,dfrA,1,GU067642,593,no,yes,dfrA
16,dfrA29_1_AM237806,dfrA,1,AM237806,594,no,yes,dfrA
14,aac(3)-Ic_1_AJ511268,aac(3)-Ic,1,AJ511268,595,no,no,aac(3)-Ic
145,aac(3)-I_1_AJ877225,aac(3)-I,1,AJ877225,596,no,no,aac(3)-I
144,aac(3)-If_1_AY884051,aac(3)-If,1,AY884051,597,no,no,aac(3)-If
1260,tet(34)_1_AB061440,tet(34),1,AB061440,598,no,no,tet(34)
200,aac(6')-Iz_1_AF140221,aac(6')-Iz,1,AF140221,599,no,no,aac(6')-Iz
1638,aac(3)-Ih_1_CP000490,aac(3)-Ih,1,CP000490,600,no,no,aac(3)-Ih
888,aac(3)-Ii_1_CP000356,aac(3)-Ii,1,CP000356,601,no,no,aac(3)-Ii
1571,dfrA25_1_DQ267940,dfrA,1,DQ267940,602,no,yes,dfrA
1570,ARR-4_1_EF660562,ARR,1,EF660562,603,no,yes,ARR
1376,ARR-5_1_EF660563,ARR,1,EF660563,604,no,yes,ARR
